"","Period","Commodity","Province","Country","State","Value....","Quantity","Unit.of.measure","Kilograms","Seeded.Area","Nitrogen.Applied"
"4473","2005-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","Manitoba","The world","N/A",13080097,47417471,"Weight in kilograms",47417471,27585.2019150642,2482668.17235578
"4134","2008-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","Manitoba","The world","N/A",463059,904297,"Weight in kilograms",904297,526.076461061933,47346.881495574
"4331","2008-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Manitoba","The world","N/A",2369,222,"Weight in kilograms",222,0.129148912752944,11.623402147765
"4429","2008-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Manitoba","The world","N/A",843023226,1449137732,"Weight in kilograms",1449137732,843038.5698967,75873471.290703
"4430","2008-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Manitoba","The world","N/A",1018971,1757998,"Weight in kilograms",1757998,1022.71860505338,92044.6744548042
"4433","2008-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","Manitoba","The world","N/A",308576,607673,"Weight in kilograms",607673,353.514897564504,31816.3407808053
"4135","2002-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","Manitoba","The world","N/A",50617,102514,"Weight in kilograms",102514,59.6377100988978,5367.3939089008
"4187","2002-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Manitoba","The world","N/A",126388,62829,"Weight in kilograms",62829,36.5508875646609,3289.57988081948
"4189","2002-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","Manitoba","The world","N/A",6137595,15314165,"Weight in kilograms",15314165,8909.04396157293,801813.956541564
"4274","2002-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Manitoba","The world","N/A",197691,424197,"Weight in kilograms",424197,246.77739343721,22209.9654093489
"4328","2002-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Manitoba","The world","N/A",190072840,476834741,"Weight in kilograms",476834741,277399.497130548,24965954.7417493
"4136","1989-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Manitoba","The world","N/A",185381,417747,"Weight in kilograms",417747,243.025093945064,21872.2584550557
"4335","1989-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",3654299,12361638,"Weight in kilograms",12361638,7191.4058898445,647226.530086005
"4435","1989-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",107771423,341745491,"Weight in kilograms",341745491,198811.074778698,17892996.7300829
"4137","1992-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Manitoba","The world","N/A",288374,329846,"Weight in kilograms",329846,191.88852376535,17269.9671388815
"4236","1992-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",103149383,366674810,"Weight in kilograms",366674810,213313.752456722,19198237.721105
"4478","1992-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",1976765,7604483,"Weight in kilograms",7604483,4423.92212386598,398152.991147938
"4138","1988-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",97110949,278377934,"Weight in kilograms",278377934,161946.880677977,14575219.2610179
"4232","1988-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Manitoba","The world","N/A",268929,528341,"Weight in kilograms",528341,307.363359066681,27662.7023160013
"4477","1988-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",267166,831598,"Weight in kilograms",831598,483.783682646499,43540.5314381849
"4185","2007-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Manitoba","The world","N/A",435611519,1031039916,"Weight in kilograms",1031039916,599809.388091382,53982844.9282244
"4191","2007-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","Manitoba","The world","N/A",34013769,80791652,"Weight in kilograms",80791652,47000.6937626767,4230062.4386409
"4276","2007-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Manitoba","The world","N/A",32756,115931,"Weight in kilograms",115931,67.4430747944215,6069.87673149793
"4386","2007-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","Manitoba","The world","N/A",343617,619776,"Weight in kilograms",619776,360.555840316976,32450.0256285279
"4472","2007-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Manitoba","The world","N/A",8996777,22905790,"Weight in kilograms",22905790,13325.4859200327,1199293.73280294
"4186","2009-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Manitoba","The world","N/A",724659310,1602416043,"Weight in kilograms",1602416043,932208.512303266,83898766.1072939
"4230","2009-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Manitoba","The world","N/A",77254,9598,"Weight in kilograms",9598,5.58365434505747,502.528891055172
"4277","2009-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","Manitoba","The world","N/A",481174,1111853,"Weight in kilograms",1111853,646.822549959906,58214.0294963916
"4279","2009-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","Manitoba","The world","N/A",390823,874841,"Weight in kilograms",874841,508.940378295939,45804.6340466345
"4383","2009-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Manitoba","The world","N/A",2715290,5605725,"Weight in kilograms",5605725,3261.14094118017,293502.684706215
"4188","2010-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Manitoba","The world","N/A",153710,13074,"Weight in kilograms",13074,7.60582380780176,684.524142702159
"4231","2010-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","Manitoba","The world","N/A",68513,143971,"Weight in kilograms",143971,83.7553969277213,7537.98572349491
"4278","2010-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","Manitoba","The world","N/A",13794,33540,"Weight in kilograms",33540,19.511957359161,1756.07616232449
"4384","2010-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Manitoba","The world","N/A",515615,888099,"Weight in kilograms",888099,516.653244445842,46498.7920001258
"4471","2010-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Manitoba","The world","N/A",728791345,1606714843,"Weight in kilograms",1606714843,934709.347195799,84123841.2476219
"4190","2006-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","Manitoba","The world","N/A",17263638,57663448,"Weight in kilograms",57663448,33545.8180846213,3019123.62761592
"4194","2006-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","Manitoba","The world","N/A",166358,352905,"Weight in kilograms",352905,205.303139887738,18477.2825898964
"4228","2006-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Manitoba","The world","N/A",3526107,11444806,"Weight in kilograms",11444806,6658.0371692269,599223.345230421
"4229","2006-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Manitoba","The world","N/A",13123,37777,"Weight in kilograms",37777,21.9768399867927,1977.91559881134
"4428","2006-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Manitoba","The world","N/A",215073668,680158349,"Weight in kilograms",680158349,395683.384113457,35611504.5702112
"4192","2004-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","Manitoba","The world","N/A",584984,1273872,"Weight in kilograms",1273872,741.077404443326,66696.9663998994
"4275","2004-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Manitoba","The world","N/A",2112676,5847019,"Weight in kilograms",5847019,3401.51417430544,306136.275687489
"4332","2004-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","Manitoba","The world","N/A",13260128,41328442,"Weight in kilograms",41328442,24042.8979733023,2163860.81759721
"4381","2004-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Manitoba","The world","N/A",409104601,1033550419,"Weight in kilograms",1033550419,601269.877879279,54114289.0091351
"4385","2004-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Manitoba","The world","N/A",470431,407751,"Weight in kilograms",407751,237.209902360026,21348.8912124023
"4195","2001-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Manitoba","The world","N/A",4541540,3823330,"Weight in kilograms",3823330,2224.22933601673,200180.640241506
"4439","2001-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",257235614,803700433,"Weight in kilograms",803700433,467554.221175768,42079879.9058191
"4479","2001-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",19954934,66495984,"Weight in kilograms",66495984,38684.1623244918,3481574.60920426
"4196","1994-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",20617432,61325592,"Weight in kilograms",61325592,35676.2771654534,3210864.9448908
"4281","1994-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",246868199,641383542,"Weight in kilograms",641383542,373126.068049244,33581346.124432
"4474","1994-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Manitoba","The world","N/A",763073,285246,"Weight in kilograms",285246,165.942390842911,14934.815175862
"4197","1999-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",725020,2215099,"Weight in kilograms",2215099,1288.63796166727,115977.416550054
"4234","1999-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Manitoba","The world","N/A",6550419,4967912,"Weight in kilograms",4967912,2890.09204257795,260108.283832015
"4334","1999-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",338673410,968160437,"Weight in kilograms",968160437,563229.134274618,50690622.0847156
"4233","1995-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Manitoba","The world","N/A",1107386,534767,"Weight in kilograms",534767,311.101696514206,27999.1526862785
"4336","1995-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",8883599,24780232,"Weight in kilograms",24780232,14415.9460385843,1297435.14347259
"4437","1995-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",317403174,759480696,"Weight in kilograms",759480696,441829.306960582,39764637.6264524
"4235","1991-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",82079626,287821427,"Weight in kilograms",287821427,167440.650288517,15069658.5259666
"4238","1991-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",937827,3254798,"Weight in kilograms",3254798,1893.48478797503,170413.630917753
"4280","1991-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Manitoba","The world","N/A",217040,367200,"Weight in kilograms",367200,213.619282715681,19225.7354444112
"4237","1993-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",145304491,474303674,"Weight in kilograms",474303674,275927.044197418,24833433.9777676
"4387","1993-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Manitoba","The world","N/A",377344,220453,"Weight in kilograms",220453,128.248942626688,11542.4048364019
"4440","1993-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",35061744,124090824,"Weight in kilograms",124090824,72190.0675775538,6497106.08197984
"4272","2003-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Manitoba","The world","N/A",444578449,1120036136,"Weight in kilograms",1120036136,651583.104542381,58642479.4088143
"4329","2003-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Manitoba","The world","N/A",741703,220394,"Weight in kilograms",220394,128.214619266993,11539.3157340293
"4382","2003-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Manitoba","The world","N/A",1334108,4021952,"Weight in kilograms",4021952,2339.77805380419,210580.024842377
"4431","2003-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","Manitoba","The world","N/A",69255,143992,"Weight in kilograms",143992,83.7676137167655,7539.08523450889
"4432","2003-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","Manitoba","The world","N/A",155505,311180,"Weight in kilograms",311180,181.029543560636,16292.6589204572
"4282","1997-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",275004596,636090472,"Weight in kilograms",636090472,370046.814735617,33304213.3262056
"4441","1997-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",1957431,4485684,"Weight in kilograms",4485684,2609.55500699675,234859.950629707
"4475","1997-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Manitoba","The world","N/A",1281267,506953,"Weight in kilograms",506953,294.920850301096,26542.8765270986
"4283","2000-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",249435554,848361184,"Weight in kilograms",848361184,493535.696105407,44418212.6494866
"4333","2000-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Manitoba","The world","N/A",4284466,3065567,"Weight in kilograms",3065567,1783.39930189777,160505.937170799
"4442","2000-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",485030,1667168,"Weight in kilograms",1667168,969.87808367793,87289.0275310137
"4284","1990-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",886486,3282171,"Weight in kilograms",3282171,1909.40908161821,171846.817345639
"4434","1990-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Manitoba","The world","N/A",102634,185546,"Weight in kilograms",185546,107.941730475936,9714.75574283423
"4436","1990-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",84448561,269612566,"Weight in kilograms",269612566,156847.611546988,14116285.0392289
"4388","1996-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Manitoba","The world","N/A",617978,360429,"Weight in kilograms",360429,209.680240876716,18871.2216789044
"4390","1996-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",588111,1415310,"Weight in kilograms",1415310,823.359223911574,74102.3301520416
"4438","1996-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",237122768,554975469,"Weight in kilograms",554975469,322858.010927501,29057220.9834751
"4389","1998-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Manitoba","The world","N/A",4413651,1507017,"Weight in kilograms",1507017,876.709941667584,78903.8947500825
"4391","1998-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",5657881,14046346,"Weight in kilograms",14046346,8171.48790113363,735433.911102027
"4476","1998-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Manitoba","The world","N/A",444581288,1073759718,"Weight in kilograms",1073759718,624661.712331567,56219554.109841
"1218","2012-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","Manitoba","The world","N/A",55283,26680,"Weight in kilograms",26680,19.7673161256733,1186.0389675404
"1219","2019-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","Manitoba","The world","N/A",558305,142123,"Weight in kilograms",142123,105.299485372154,6317.96912232924
"1254","2018-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","Manitoba","The world","N/A",665333,107260,"Weight in kilograms",107260,79.4693526101844,4768.16115661107
