"REF_DATE","GEO","DGUID","Harvest disposition","Type of crop","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009","British Columbia","2016A000259","Average yield (kilograms per hectare)","Oats","Kilograms per hectare","193","units","0","v115114915","12.18.5","2800","","","","0"
"2010","British Columbia","2016A000259","Average yield (kilograms per hectare)","Oats","Kilograms per hectare","193","units","0","v115114915","12.18.5","2000","","","","0"
"2011","British Columbia","2016A000259","Average yield (kilograms per hectare)","Oats","Kilograms per hectare","193","units","0","v115114915","12.18.5","3100","","","","0"
"2012","British Columbia","2016A000259","Average yield (kilograms per hectare)","Oats","Kilograms per hectare","193","units","0","v115114915","12.18.5","2500","","","","0"
"2013","British Columbia","2016A000259","Average yield (kilograms per hectare)","Oats","Kilograms per hectare","193","units","0","v115114915","12.18.5","3000","","","","0"
"2014","British Columbia","2016A000259","Average yield (kilograms per hectare)","Oats","Kilograms per hectare","193","units","0","v115114915","12.18.5","2600","","","","0"
"2015","British Columbia","2016A000259","Average yield (kilograms per hectare)","Oats","Kilograms per hectare","193","units","0","v115114915","12.18.5","2900","","","","0"
"2016","British Columbia","2016A000259","Average yield (kilograms per hectare)","Oats","Kilograms per hectare","193","units","0","v115114915","12.18.5","3800","","","","0"
"2017","British Columbia","2016A000259","Average yield (kilograms per hectare)","Oats","Kilograms per hectare","193","units","0","v115114915","12.18.5","3400","","","","0"
"2018","British Columbia","2016A000259","Average yield (kilograms per hectare)","Oats","Kilograms per hectare","193","units","0","v115114915","12.18.5","3242","","","","0"
"2019","British Columbia","2016A000259","Average yield (kilograms per hectare)","Oats","Kilograms per hectare","193","units","0","v115114915","12.18.5","3476","","","","0"
"2020","British Columbia","2016A000259","Average yield (kilograms per hectare)","Oats","Kilograms per hectare","193","units","0","v115114915","12.18.5","2891","","","","0"
"1990","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","2400","","","","0"
"1991","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","2200","","","","0"
"1992","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","1300","","","","0"
"1993","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","1900","","","","0"
"1994","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","3200","","","","0"
"1995","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","2300","","","","0"
"1996","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","2100","","","","0"
"1997","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","2300","","","","0"
"1998","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","2600","","","","0"
"1999","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","2500","","","","0"
"2000","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","0","","","","0"
"2001","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","2700","","","","0"
"2002","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","2800","","","","0"
"2003","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","0","","","","0"
"2004","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","0","","","","0"
"2005","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","0","","","","0"
"2006","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","0","","","","0"
"2007","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","","..","","","0"
"2008","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","","..","","","0"
"2009","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","","..","","","0"
"2010","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","","..","","","0"
"2011","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","","..","","","0"
"2012","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","","..","","","0"
"2013","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","","..","","","0"
"2014","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","","..","","","0"
"2015","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","","..","","","0"
"2016","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","","..","","","0"
"2017","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","","..","","","0"
"2018","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","3406","","","","0"
"2019","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","3667","","r","","0"
"2020","British Columbia","2016A000259","Average yield (kilograms per hectare)","Rye, all","Kilograms per hectare","193","units","0","v115114917","12.18.7","2429","","","","0"
"1990","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","6200","","","","0"
"1991","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","4940","","","","0"
"1992","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","3960","","","","0"
"1993","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","4700","","","","0"
"1994","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","4100","","","","0"
"1995","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","4800","","","","0"
"1996","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","5500","","","","0"
"1997","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","4800","","","","0"
"1998","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","3000","","","","0"
"1999","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","3730","","","","0"
"2000","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","3540","","","","0"
"2001","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","3580","","","","0"
"2002","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","3580","","","","0"
"2003","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","3110","","","","0"
"2004","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","2810","","","","0"
"2005","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","4200","","","","0"
"2006","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","3760","","","","0"
"2007","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","4030","","","","0"
"2008","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","3940","","","","0"
"2009","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","3360","","","","0"
"2010","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","3660","","","","0"
"2011","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","4870","","","","0"
"2012","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","3640","","","","0"
"2013","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","5440","","","","0"
"2014","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","3910","","","","0"
"2015","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","4140","","","","0"
"2016","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","4850","","","","0"
"2017","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","4660","","","","0"
"2018","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","3434","","","","0"
"2019","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","4080","","","","0"
"2020","British Columbia","2016A000259","Average yield (kilograms per hectare)","Tame hay","Kilograms per hectare","193","units","0","v115114919","12.18.28","4617","","","","0"
"1990","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","","..","","","0"
"1991","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","2500","","","","0"
"1992","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","1500","","","","0"
"1993","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","2400","","","","0"
"1994","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","2900","","","","0"
"1995","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","3200","","","","0"
"1996","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","3300","","","","0"
"1997","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","3100","","","","0"
"1998","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","2800","","","","0"
"1999","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","2500","","","","0"
"2000","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","2700","","","","0"
"2001","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","2800","","","","0"
"2002","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","2700","","","","0"
"2003","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","2700","","","","0"
"2004","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","2500","","","","0"
"2005","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","3200","","","","0"
"2006","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","1900","","","","0"
"2007","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","3000","","","","0"
"2008","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","1900","","","","0"
"2009","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","2300","","","","0"
"2010","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","1800","","","","0"
"2011","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","3900","","","","0"
"2012","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","3200","","","","0"
"2013","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","4000","","","","0"
"2014","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","2900","","","","0"
"2015","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","3400","","","","0"
"2016","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","3900","","","","0"
"2017","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","3600","","","","0"
"2018","British Columbia","2016A000259","Average yield (kilograms per hectare)","Wheat, all excluding durum wheat","Kilograms per hectare","193","units","0","v115114928","12.18.23","3810","","","","0"
