REF_DATE,GEO,DGUID,Harvest disposition,Type of crop,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2018,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Rye,Kilograms per hectare,193,units,0,v1001388755,13.18.7,,..,,,0
2019,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Rye,Kilograms per hectare,193,units,0,v1001388755,13.18.7,,..,,,0
2020,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Rye,Kilograms per hectare,193,units,0,v1001388755,13.18.7,,..,,,0
2021,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Rye,Kilograms per hectare,193,units,0,v1001388755,13.18.7,,..,,,0
1985,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,4060,,,,0
1986,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,4410,,,,0
1987,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,3420,,,,0
1988,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,4800,,,,0
1989,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,4830,,,,0
1990,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,4630,,,,0
1991,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,5140,,,,0
1992,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,6440,,,,0
1993,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,6400,,,,0
1994,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,6200,,,,0
1995,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,8000,,,,0
1996,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,8000,,,,0
1997,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,7300,,,,0
1998,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,5600,,,,0
1999,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,4610,,,,0
2000,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,4240,,,,0
2001,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,4260,,,,0
2002,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,4740,,,,0
2003,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,4020,,,,0
2004,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,3570,,,,0
2005,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,3540,,,,0
2006,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,5250,,,,0
2007,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,4460,,,,0
2008,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,5190,,,,0
2009,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,6000,,,,0
2010,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,5620,,,,0
2011,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,4890,,,,0
2012,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,4310,,,,0
2013,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,4630,,,,0
2014,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,4070,,,,0
2015,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,7500,,,,0
2016,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,6350,,,,0
2017,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,4540,,,,0
2018,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,6039,,,,0
2019,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,4768,,r,,0
2020,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Tame hay,Kilograms per hectare,193,units,0,v114995819,13.18.28,3295,,,,0
2018,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Wheat,Kilograms per hectare,193,units,0,v1001388101,13.18.1,0,,,,0
2019,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Wheat,Kilograms per hectare,193,units,0,v1001388101,13.18.1,0,,,,0
2020,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Wheat,Kilograms per hectare,193,units,0,v1001388101,13.18.1,,F,,,0
2021,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),Wheat,Kilograms per hectare,193,units,0,v1001388101,13.18.1,,..,,,0
2018,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),"Wheat, durum",Kilograms per hectare,193,units,0,v1001388113,13.18.4,,..,,,0
2019,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),"Wheat, durum",Kilograms per hectare,193,units,0,v1001388113,13.18.4,,..,,,0
2020,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),"Wheat, durum",Kilograms per hectare,193,units,0,v1001388113,13.18.4,,..,,,0
2021,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),"Wheat, durum",Kilograms per hectare,193,units,0,v1001388113,13.18.4,,..,,,0
2018,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),"Wheat, spring",Kilograms per hectare,193,units,0,v1001388095,13.18.2,0,,,,0
2019,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),"Wheat, spring",Kilograms per hectare,193,units,0,v1001388095,13.18.2,0,,,,0
2020,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),"Wheat, spring",Kilograms per hectare,193,units,0,v1001388095,13.18.2,,F,,,0
2021,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),"Wheat, spring",Kilograms per hectare,193,units,0,v1001388095,13.18.2,,..,,,0
2018,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),"Wheat, winter remaining",Kilograms per hectare,193,units,0,v1001387933,13.18.3,,..,,,0
2019,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),"Wheat, winter remaining",Kilograms per hectare,193,units,0,v1001387933,13.18.3,,..,,,0
2020,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),"Wheat, winter remaining",Kilograms per hectare,193,units,0,v1001387933,13.18.3,,..,,,0
2021,Newfoundland and Labrador,2016A000210,Average yield (kilograms per hectare),"Wheat, winter remaining",Kilograms per hectare,193,units,0,v1001387933,13.18.3,,..,,,0
1985,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,2970,,,,0
1986,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,3200,,,,0
1987,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,3200,,,,0
1988,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,3000,,,,0
1989,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,3700,,,,0
1990,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,2700,,,,0
1991,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,2900,,,,0
1992,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,4000,,,,0
1993,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,2800,,,,0
1994,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,2900,,,,0
1995,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,2900,,,,0
1996,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,3200,,,,0
1997,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,3300,,,,0
1998,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,3500,,,,0
1999,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,2700,,,,0
2000,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,3500,,,,0
2001,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,2500,,,,0
2002,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,3600,,,,0
2003,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,2800,,,,0
2004,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,3100,,,,0
2005,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,3300,,,,0
2006,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,2500,,,,0
2007,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,2900,,,,0
2008,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,2600,,,,0
2009,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,2700,,,,0
2010,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,3000,,,,0
2011,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,3100,,,,0
2012,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,3300,,,,0
2013,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,3400,,,,0
2014,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,3100,,,,0
2015,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,3400,,,,0
2016,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,3500,,,,0
2017,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,3600,,,,0
2018,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,3522,,,,0
2019,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,3654,,,,0
2020,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,3380,,,,0
2021,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Barley,Kilograms per hectare,193,units,0,v115113902,3.18.6,3520,,,,0
2018,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Canola (including rapeseed),Kilograms per hectare,193,units,0,v1001388659,3.18.16,,..,,,0
2019,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Canola (including rapeseed),Kilograms per hectare,193,units,0,v1001388659,3.18.16,2279,,,,0
2020,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Canola (including rapeseed),Kilograms per hectare,193,units,0,v1001388659,3.18.16,,..,,,0
2021,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Canola (including rapeseed),Kilograms per hectare,193,units,0,v1001388659,3.18.16,,..,,,0
1985,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
1986,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
1987,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
1988,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
1989,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
1990,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
1991,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
1992,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
1993,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
1994,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
1995,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
1996,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
1997,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
1998,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
1999,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
2000,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
2001,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
2002,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
2003,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
2004,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
2005,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
2006,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
2007,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
2008,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
2009,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
2010,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
2011,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
2012,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,7700,,,,0
2013,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,8600,,,,0
2014,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
2015,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,,..,,,0
2016,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,7900,,,,0
2017,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,8200,,,,0
2018,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,8737,,,,0
2019,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,8241,,,,0
2020,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,8011,,,,0
2021,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for grain,Kilograms per hectare,193,units,0,v115113903,3.18.11,8332,,,,0
1985,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,2810,,,,0
1986,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,0,,,,0
1987,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,0,,,,0
1988,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,0,,,,0
1989,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,0,,,,0
1990,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,0,,,,0
1991,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,0,,,,0
1992,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,0,,,,0
1993,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,0,,,,0
1994,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,0,,,,0
1995,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,0,,,,0
1996,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,0,,,,0
1997,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,0,,,,0
1998,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,0,,,,0
1999,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,0,,,,0
2000,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,0,,,,0
2001,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,0,,,,0
2002,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,0,,,,0
2003,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,0,,,,0
2004,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,0,,,,0
2005,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,0,,,,0
2006,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,20290,,,,0
2007,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,29500,,,,0
2008,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,34040,,,,0
2009,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,20750,,,,0
2010,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,40810,,,,0
2011,Prince Edward Island,2016A000211,Average yield (kilograms per hectare),Corn for silage,Kilograms per hectare,193,units,0,v115113904,3.18.29,29500,,,,0
