"","REF_DATE","GEO","DGUID","Harvest.disposition","Type.of.crop","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS","Nitrogen.Applied"
"1172",2001,"Prince Edward Island","2016A000211","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115113882","3.16.28",58600,"","",NA,0,2563750
"1173",2002,"Prince Edward Island","2016A000211","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115113882","3.16.28",57900,"","",NA,0,2533125
"1174",2003,"Prince Edward Island","2016A000211","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115113882","3.16.28",56700,"","",NA,0,2480625
"1175",2004,"Prince Edward Island","2016A000211","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115113882","3.16.28",58700,"","",NA,0,2568125
"1176",2005,"Prince Edward Island","2016A000211","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115113882","3.16.28",60700,"","",NA,0,2655625
"1177",2006,"Prince Edward Island","2016A000211","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115113882","3.16.28",63900,"","",NA,0,2795625
"1178",2007,"Prince Edward Island","2016A000211","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115113882","3.16.28",63100,"","",NA,0,2760625
"1179",2008,"Prince Edward Island","2016A000211","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115113882","3.16.28",58700,"","",NA,0,2568125
"1180",2009,"Prince Edward Island","2016A000211","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115113882","3.16.28",56700,"","",NA,0,2480625
"1181",2010,"Prince Edward Island","2016A000211","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115113882","3.16.28",54600,"","",NA,0,2388750
"1182",2011,"Prince Edward Island","2016A000211","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115113882","3.16.28",51800,"","",NA,0,2266250
"1183",2012,"Prince Edward Island","2016A000211","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115113882","3.16.28",48600,"","",NA,0,2126250
"1184",2013,"Prince Edward Island","2016A000211","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115113882","3.16.28",48200,"","",NA,0,2108750
"1185",2014,"Prince Edward Island","2016A000211","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115113882","3.16.28",47800,"","",NA,0,2091250
"1186",2015,"Prince Edward Island","2016A000211","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115113882","3.16.28",47300,"","",NA,0,2069375
"1187",2016,"Prince Edward Island","2016A000211","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115113882","3.16.28",48700,"","",NA,0,2130625
"1188",2017,"Prince Edward Island","2016A000211","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115113882","3.16.28",47900,"","",NA,0,2095625
"1189",2018,"Prince Edward Island","2016A000211","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115113882","3.16.28",46500,"","",NA,0,2034375
"1190",2019,"Prince Edward Island","2016A000211","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115113882","3.16.28",50500,"","r",NA,0,2209375
"1191",2020,"Prince Edward Island","2016A000211","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115113882","3.16.28",47300,"","",NA,0,2069375
"1192",2021,"Prince Edward Island","2016A000211","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115113882","3.16.28",44700,"","",NA,0,1955625
"1193",1980,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",NA,"..","",NA,0,NA
"1194",1981,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",NA,"..","",NA,0,NA
"1195",1982,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",NA,"..","",NA,0,NA
"1196",1983,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",NA,"..","",NA,0,NA
"1197",1984,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",NA,"..","",NA,0,NA
"1198",1985,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",NA,"..","",NA,0,NA
"1199",1986,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",NA,"..","",NA,0,NA
"1200",1987,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",NA,"..","",NA,0,NA
"1201",1988,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",NA,"..","",NA,0,NA
"1202",1989,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",NA,"..","",NA,0,NA
"1203",1990,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",NA,"..","",NA,0,NA
"1204",1991,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",4626,"","",NA,0,427905
"1205",1992,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",5600,"","",NA,0,518000
"1206",1993,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",6500,"","",NA,0,601250
"1207",1994,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",7500,"","",NA,0,693750
"1208",1995,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",9100,"","",NA,0,841750
"1209",1996,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",9600,"","",NA,0,888000
"1210",1997,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",9300,"","",NA,0,860250
"1211",1998,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",9300,"","",NA,0,860250
"1212",1999,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",10500,"","",NA,0,971250
"1213",2000,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",10500,"","",NA,0,971250
"1214",2001,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",11500,"","",NA,0,1063750
"1215",2002,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",11300,"","",NA,0,1045250
"1216",2003,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",11300,"","",NA,0,1045250
"1217",2004,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",13300,"","",NA,0,1230250
"1218",2005,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",12900,"","",NA,0,1193250
"1219",2006,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",11300,"","",NA,0,1045250
"1220",2007,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",10900,"","",NA,0,1008250
"1221",2008,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",17000,"","",NA,0,1572500
"1222",2009,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",12500,"","",NA,0,1156250
"1223",2010,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",11100,"","",NA,0,1026750
"1224",2011,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",10000,"","",NA,0,925000
"1225",2012,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",8700,"","",NA,0,804750
"1226",2013,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",7900,"","",NA,0,730750
"1227",2014,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",10300,"","",NA,0,952750
"1228",2015,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",13300,"","",NA,0,1230250
"1229",2016,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",14600,"","",NA,0,1350500
"1230",2017,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",16100,"","",NA,0,1489250
"1231",2018,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",16600,"","",NA,0,1535500
"1232",2019,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",18800,"","",NA,0,1739000
"1233",2020,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",20000,"","",NA,0,1850000
"1234",2021,"Prince Edward Island","2016A000211","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares",149,"units",0,"v115113888","3.16.23",15800,"","",NA,0,1461500
"1067",1980,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",32000,"","",NA,0,1920000
"1068",1981,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",34400,"","",NA,0,2064000
"1069",1982,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",35600,"","",NA,0,2136000
"1070",1983,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",33600,"","",NA,0,2016000
"1071",1984,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",31200,"","",NA,0,1872000
"1072",1985,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",29100,"","",NA,0,1746000
"1073",1986,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",27100,"","",NA,0,1626000
"1074",1987,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",25900,"","",NA,0,1554000
"1075",1988,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",23100,"","",NA,0,1386000
"1076",1989,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",19400,"","",NA,0,1164000
"1077",1990,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",17800,"","",NA,0,1068000
"1078",1991,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",16488,"","",NA,0,989280
"1079",1992,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",12100,"","",NA,0,726000
"1080",1993,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",11300,"","",NA,0,678000
"1081",1994,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",10100,"","",NA,0,606000
"1082",1995,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",9300,"","",NA,0,558000
"1083",1996,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",9900,"","",NA,0,594000
"1084",1997,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",7700,"","",NA,0,462000
"1085",1998,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",6500,"","",NA,0,390000
"1086",1999,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",6100,"","",NA,0,366000
"1087",2000,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",5700,"","",NA,0,342000
"1088",2001,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",6600,"","",NA,0,396000
"1089",2002,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",6900,"","",NA,0,414000
"1090",2003,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",6100,"","",NA,0,366000
"1091",2004,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",5100,"","",NA,0,306000
"1092",2005,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",4900,"","",NA,0,294000
"1093",2006,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",4100,"","",NA,0,246000
"1094",2007,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",4000,"","",NA,0,240000
"1095",2008,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",3200,"","",NA,0,192000
"1096",2009,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",2800,"","",NA,0,168000
"1097",2010,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",3000,"","",NA,0,180000
"1098",2011,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",3400,"","",NA,0,204000
"1099",2012,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",3200,"","",NA,0,192000
"1100",2013,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",2400,"","",NA,0,144000
"1101",2014,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",NA,"..","",NA,0,NA
"1102",2015,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",NA,"..","",NA,0,NA
"1103",2016,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",NA,"..","",NA,0,NA
"1104",2017,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",NA,"..","",NA,0,NA
"1105",2018,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",1500,"","",NA,0,90000
"1106",2019,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",2500,"","",NA,0,150000
"1107",2020,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",1400,"","",NA,0,84000
"1108",2021,"Prince Edward Island","2016A000211","Seeded area (hectares)","Mixed grains","Hectares",149,"units",0,"v115113876","3.16.10",900,"","",NA,0,54000
"1109",1980,"Prince Edward Island","2016A000211","Seeded area (hectares)","Soybeans","Hectares",149,"units",0,"v115113881","3.16.15",NA,"..","",NA,0,NA
"1110",1981,"Prince Edward Island","2016A000211","Seeded area (hectares)","Soybeans","Hectares",149,"units",0,"v115113881","3.16.15",NA,"..","",NA,0,NA
