"","REF_DATE","GEO","DGUID","Harvest.disposition","Type.of.crop","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS","Nitrogen.Applied"
"436",1995,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",15800,"",NA,NA,0,948000
"437",1996,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",16600,"",NA,NA,0,996000
"438",1997,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",16200,"",NA,NA,0,972000
"439",1998,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",15000,"",NA,NA,0,9e+05
"440",1999,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",13800,"",NA,NA,0,828000
"441",2000,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",16200,"",NA,NA,0,972000
"442",2001,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",17800,"",NA,NA,0,1068000
"443",2002,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",16600,"",NA,NA,0,996000
"444",2003,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",17000,"",NA,NA,0,1020000
"445",2004,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",16200,"",NA,NA,0,972000
"446",2005,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",15000,"",NA,NA,0,9e+05
"447",2006,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",13500,"",NA,NA,0,810000
"448",2007,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",13400,"",NA,NA,0,804000
"449",2008,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",11300,"",NA,NA,0,678000
"450",2009,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",10500,"",NA,NA,0,630000
"451",2010,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",10700,"",NA,NA,0,642000
"452",2011,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",9400,"",NA,NA,0,564000
"453",2012,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",8900,"",NA,NA,0,534000
"454",2013,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",8900,"",NA,NA,0,534000
"455",2014,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",7300,"",NA,NA,0,438000
"456",2015,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",7300,"",NA,NA,0,438000
"457",2016,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",6900,"",NA,NA,0,414000
"458",2017,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",5700,"",NA,NA,0,342000
"459",2018,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",4500,"",NA,NA,0,270000
"460",2019,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",5500,"",NA,NA,0,330000
"461",2020,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",8100,"",NA,NA,0,486000
"462",2021,"New Brunswick","2016A000213","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114004","5.16.6",7800,"",NA,NA,0,468000
"589",1980,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",70000,"",NA,NA,0,3062500
"590",1981,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",69000,"",NA,NA,0,3018750
"591",1982,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",70000,"",NA,NA,0,3062500
"592",1983,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",69600,"",NA,NA,0,3045000
"593",1984,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",69600,"",NA,NA,0,3045000
"594",1985,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",68800,"",NA,NA,0,3010000
"595",1986,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",69200,"",NA,NA,0,3027500
"596",1987,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",68400,"",NA,NA,0,2992500
"597",1988,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",68000,"",NA,NA,0,2975000
"598",1989,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",66800,"",NA,NA,0,2922500
"599",1990,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",64700,"",NA,NA,0,2830625
"600",1991,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",64713,"",NA,NA,0,2831193.75
"601",1992,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",66400,"",NA,NA,0,2905000
"602",1993,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",67600,"",NA,NA,0,2957500
"603",1994,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",68800,"",NA,NA,0,3010000
"604",1995,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",69200,"",NA,NA,0,3027500
"605",1996,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",70100,"",NA,NA,0,3066875
"606",1997,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",70800,"",NA,NA,0,3097500
"607",1998,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",72800,"",NA,NA,0,3185000
"608",1999,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",74900,"",NA,NA,0,3276875
"609",2000,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",76900,"",NA,NA,0,3364375
"610",2001,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",78900,"",NA,NA,0,3451875
"611",2002,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",78500,"",NA,NA,0,3434375
"612",2003,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",76900,"",NA,NA,0,3364375
"613",2004,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",76900,"",NA,NA,0,3364375
"614",2005,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",80900,"",NA,NA,0,3539375
"615",2006,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",83700,"",NA,NA,0,3661875
"616",2007,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",83000,"",NA,NA,0,3631250
"617",2008,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",74900,"",NA,NA,0,3276875
"618",2009,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",74500,"",NA,NA,0,3259375
"619",2010,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",72800,"",NA,NA,0,3185000
"620",2011,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",70600,"",NA,NA,0,3088750
"621",2012,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",68800,"",NA,NA,0,3010000
"622",2013,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",68000,"",NA,NA,0,2975000
"623",2014,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",66800,"",NA,NA,0,2922500
"624",2015,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",65600,"",NA,NA,0,2870000
"625",2016,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",65000,"",NA,NA,0,2843750
"626",2017,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",66400,"",NA,NA,0,2905000
"627",2018,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",64200,"",NA,NA,0,2808750
"628",2019,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",61800,"",NA,NA,0,2703750
"629",2020,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",53200,"",NA,NA,0,2327500
"630",2021,"New Brunswick","2016A000213","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114010","5.16.28",54200,"",NA,NA,0,2371250
"505",1980,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",1950,"",NA,NA,0,273000
"506",1981,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",1600,"",NA,NA,0,224000
"507",1982,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",1600,"",NA,NA,0,224000
"508",1983,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",1600,"",NA,NA,0,224000
"509",1984,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",1400,"",NA,NA,0,196000
"510",1985,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",1200,"",NA,NA,0,168000
"511",1986,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",0,"",NA,NA,0,0
"512",1987,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",0,"",NA,NA,0,0
"513",1988,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",0,"",NA,NA,0,0
"514",1989,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",0,"",NA,NA,0,0
"515",1990,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",0,"",NA,NA,0,0
"516",1991,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",882,"",NA,NA,0,123480
"517",1992,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",1400,"",NA,NA,0,196000
"518",1993,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",1400,"",NA,NA,0,196000
"519",1994,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",1200,"",NA,NA,0,168000
"520",1995,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",1200,"",NA,NA,0,168000
"521",1996,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",1000,"",NA,NA,0,140000
"522",1997,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",1800,"",NA,NA,0,252000
"523",1998,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",2200,"",NA,NA,0,308000
"524",1999,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",1400,"",NA,NA,0,196000
"525",2000,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",1200,"",NA,NA,0,168000
"526",2001,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",2000,"",NA,NA,0,280000
"527",2002,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",2200,"",NA,NA,0,308000
"528",2003,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",2000,"",NA,NA,0,280000
"529",2004,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",2000,"",NA,NA,0,280000
"530",2005,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",2400,"",NA,NA,0,336000
"531",2006,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",2700,"",NA,NA,0,378000
"532",2007,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",2800,"",NA,NA,0,392000
"533",2008,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",3200,"",NA,NA,0,448000
"534",2009,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",3200,"",NA,NA,0,448000
"535",2010,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",3000,"",NA,NA,0,420000
"536",2011,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",2800,"",NA,NA,0,392000
"537",2012,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",3000,"",NA,NA,0,420000
"538",2013,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",3200,"",NA,NA,0,448000
"539",2014,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",3000,"",NA,NA,0,420000
"540",2015,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",2000,"",NA,NA,0,280000
"541",2016,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",2800,"",NA,NA,0,392000
"542",2017,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",3800,"",NA,NA,0,532000
"543",2018,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",1600,"",NA,NA,0,224000
"544",2019,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",3800,"",NA,NA,0,532000
"545",2020,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",3900,"",NA,NA,0,546000
"546",2021,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114007","5.16.29",3400,"",NA,NA,0,476000
"463",1980,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"464",1981,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"465",1982,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"466",1983,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"467",1984,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"468",1985,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"469",1986,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"470",1987,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"471",1988,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"472",1989,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"473",1990,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"474",1991,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"475",1992,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"476",1993,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"477",1994,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"478",1995,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"479",1996,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"480",1997,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"481",1998,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"482",1999,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"483",2000,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"484",2001,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"485",2002,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"486",2003,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"487",2004,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"488",2005,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",NA,"..",NA,NA,0,NA
"489",2006,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",1800,"",NA,NA,0,252000
"490",2007,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",2800,"",NA,NA,0,392000
"491",2008,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",4900,"",NA,NA,0,686000
"492",2009,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",4900,"",NA,NA,0,686000
"493",2010,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",5100,"",NA,NA,0,714000
"494",2011,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",4300,"",NA,NA,0,602000
"495",2012,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",5100,"",NA,NA,0,714000
"496",2013,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",4000,"",NA,NA,0,560000
"497",2014,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",3600,"",NA,NA,0,504000
"498",2015,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",3600,"",NA,NA,0,504000
"499",2016,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",4500,"",NA,NA,0,630000
"500",2017,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",6500,"",NA,NA,0,910000
"501",2018,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",6100,"",NA,NA,0,854000
"502",2019,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",3700,"",NA,NA,0,518000
"503",2020,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",3600,"",NA,NA,0,504000
"504",2021,"New Brunswick","2016A000213","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114006","5.16.11",3800,"",NA,NA,0,532000
"547",1980,"New Brunswick","2016A000213","Seeded area (hectares)","Oats","Hectares",149,"units",0,"v115114009","5.16.5",15800,"",NA,NA,0,1501000
"548",1981,"New Brunswick","2016A000213","Seeded area (hectares)","Oats","Hectares",149,"units",0,"v115114009","5.16.5",14950,"",NA,NA,0,1420250
"549",1982,"New Brunswick","2016A000213","Seeded area (hectares)","Oats","Hectares",149,"units",0,"v115114009","5.16.5",16200,"",NA,NA,0,1539000
"550",1983,"New Brunswick","2016A000213","Seeded area (hectares)","Oats","Hectares",149,"units",0,"v115114009","5.16.5",15800,"",NA,NA,0,1501000
"551",1984,"New Brunswick","2016A000213","Seeded area (hectares)","Oats","Hectares",149,"units",0,"v115114009","5.16.5",14200,"",NA,NA,0,1349000
"552",1985,"New Brunswick","2016A000213","Seeded area (hectares)","Oats","Hectares",149,"units",0,"v115114009","5.16.5",14200,"",NA,NA,0,1349000
"553",1986,"New Brunswick","2016A000213","Seeded area (hectares)","Oats","Hectares",149,"units",0,"v115114009","5.16.5",13100,"",NA,NA,0,1244500
"554",1987,"New Brunswick","2016A000213","Seeded area (hectares)","Oats","Hectares",149,"units",0,"v115114009","5.16.5",12100,"",NA,NA,0,1149500
"555",1988,"New Brunswick","2016A000213","Seeded area (hectares)","Oats","Hectares",149,"units",0,"v115114009","5.16.5",11700,"",NA,NA,0,1111500
