"","REF_DATE","GEO","DGUID","Harvest.disposition","Type.of.crop","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS","Nitrogen.Applied"
"844",2009,"Ontario","2016A000235","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114159","7.16.6",72800,NA,NA,NA,0,4368000
"845",2010,"Ontario","2016A000235","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114159","7.16.6",80900,NA,NA,NA,0,4854000
"846",2011,"Ontario","2016A000235","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114159","7.16.6",51300,NA,NA,NA,0,3078000
"847",2012,"Ontario","2016A000235","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114159","7.16.6",50600,NA,NA,NA,0,3036000
"848",2013,"Ontario","2016A000235","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114159","7.16.6",48600,NA,NA,NA,0,2916000
"849",2014,"Ontario","2016A000235","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114159","7.16.6",44500,NA,NA,NA,0,2670000
"850",2015,"Ontario","2016A000235","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114159","7.16.6",46500,NA,NA,NA,0,2790000
"851",2016,"Ontario","2016A000235","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114159","7.16.6",42000,NA,NA,NA,0,2520000
"852",2017,"Ontario","2016A000235","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114159","7.16.6",32400,NA,NA,NA,0,1944000
"853",2018,"Ontario","2016A000235","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114159","7.16.6",36400,NA,NA,NA,0,2184000
"854",2019,"Ontario","2016A000235","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114159","7.16.6",41200,NA,NA,NA,0,2472000
"855",2020,"Ontario","2016A000235","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114159","7.16.6",36400,NA,NA,NA,0,2184000
"856",2021,"Ontario","2016A000235","Seeded area (hectares)","Barley","Hectares",149,"units",0,"v115114159","7.16.6",20900,NA,NA,NA,0,1254000
"983",1980,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1085000,NA,NA,NA,0,42043750
"984",1981,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1052000,NA,NA,NA,0,40765000
"985",1982,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1028000,NA,NA,NA,0,39835000
"986",1983,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1032000,NA,NA,NA,0,39990000
"987",1984,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1020000,NA,NA,NA,0,39525000
"988",1985,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1012000,NA,NA,NA,0,39215000
"989",1986,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1011700,NA,NA,NA,0,39203375
"990",1987,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1031900,NA,NA,NA,0,39986125
"991",1988,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1036000,NA,NA,NA,0,40145000
"992",1989,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1040000,NA,NA,NA,0,40300000
"993",1990,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1052200,NA,NA,NA,0,40772750
"994",1991,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1052931,NA,NA,NA,0,40801076.25
"995",1992,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",991500,NA,NA,NA,0,38420625
"996",1993,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1072400,NA,NA,NA,0,41555500
"997",1994,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1060300,NA,NA,NA,0,41086625
"998",1995,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1031900,NA,NA,NA,0,39986125
"999",1996,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1023900,NA,NA,NA,0,39676125
"1000",1997,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1040000,NA,NA,NA,0,40300000
"1001",1998,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1036000,NA,NA,NA,0,40145000
"1002",1999,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1036000,NA,NA,NA,0,40145000
"1003",2000,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1031900,NA,NA,NA,0,39986125
"1004",2001,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1017800,NA,NA,NA,0,39439750
"1005",2002,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1019800,NA,NA,NA,0,39517250
"1006",2003,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1023900,NA,NA,NA,0,39676125
"1007",2004,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1025900,NA,NA,NA,0,39753625
"1008",2005,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1031900,NA,NA,NA,0,39986125
"1009",2006,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1042000,NA,NA,NA,0,40377500
"1010",2007,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",1029900,NA,NA,NA,0,39908625
"1011",2008,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",981400,NA,NA,NA,0,38029250
"1012",2009,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",930800,NA,NA,NA,0,36068500
"1013",2010,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",890300,NA,NA,NA,0,34499125
"1014",2011,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",844000,NA,NA,NA,0,32705000
"1015",2012,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",813400,NA,NA,NA,0,31519250
"1016",2013,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",781000,NA,NA,NA,0,30263750
"1017",2014,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",756800,NA,NA,NA,0,29326000
"1018",2015,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",732500,NA,NA,NA,0,28384375
"1019",2016,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",698700,NA,NA,NA,0,27074625
"1020",2017,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",694000,NA,NA,NA,0,26892500
"1021",2018,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",671000,NA,NA,NA,0,26001250
"1022",2019,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",646930,NA,NA,NA,0,25068537.5
"1023",2020,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",597200,NA,NA,NA,0,23141500
"1024",2021,"Ontario","2016A000235","Seeded area (hectares)","Tame hay","Hectares",149,"units",0,"v115114174","7.16.28",593500,NA,NA,NA,0,22998125
"899",1980,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",287000,NA,NA,NA,0,48790000
"900",1981,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",261000,NA,NA,NA,0,44370000
"901",1982,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",251000,NA,NA,NA,0,42670000
"902",1983,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",235000,NA,NA,NA,0,39950000
"903",1984,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",219000,NA,NA,NA,0,37230000
"904",1985,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",206000,NA,NA,NA,0,35020000
"905",1986,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",190200,NA,NA,NA,0,32334000
"906",1987,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",161900,NA,NA,NA,0,27523000
"907",1988,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",153800,NA,NA,NA,0,26146000
"908",1989,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",151800,NA,NA,NA,0,25806000
"909",1990,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",141600,NA,NA,NA,0,24072000
"910",1991,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",132326,NA,NA,NA,0,22495420
"911",1992,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",139600,NA,NA,NA,0,23732000
"912",1993,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",121400,NA,NA,NA,0,20638000
"913",1994,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",113300,NA,NA,NA,0,19261000
"914",1995,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",117400,NA,NA,NA,0,19958000
"915",1996,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",119800,NA,NA,NA,0,20366000
"916",1997,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",121400,NA,NA,NA,0,20638000
"917",1998,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",121400,NA,NA,NA,0,20638000
"918",1999,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",121400,NA,NA,NA,0,20638000
"919",2000,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",129500,NA,NA,NA,0,22015000
"920",2001,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",129500,NA,NA,NA,0,22015000
"921",2002,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",131500,NA,NA,NA,0,22355000
"922",2003,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",131500,NA,NA,NA,0,22355000
"923",2004,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",125500,NA,NA,NA,0,21335000
"924",2005,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",117400,NA,NA,NA,0,19958000
"925",2006,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",129800,NA,NA,NA,0,22066000
"926",2007,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",131500,NA,NA,NA,0,22355000
"927",2008,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",119400,NA,NA,NA,0,20298000
"928",2009,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",137600,NA,NA,NA,0,23392000
"929",2010,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",115300,NA,NA,NA,0,19601000
"930",2011,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",110000,NA,NA,NA,0,18700000
"931",2012,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",119400,NA,NA,NA,0,20298000
"932",2013,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",113300,NA,NA,NA,0,19261000
"933",2014,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",111300,NA,NA,NA,0,18921000
"934",2015,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",101200,NA,NA,NA,0,17204000
"935",2016,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",119700,NA,NA,NA,0,20349000
"936",2017,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",121400,NA,NA,NA,0,20638000
"937",2018,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",125500,NA,NA,NA,0,21335000
"938",2019,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",121000,NA,NA,NA,0,20570000
"939",2020,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",117000,NA,NA,NA,0,19890000
"940",2021,"Ontario","2016A000235","Seeded area (hectares)","Corn for silage","Hectares",149,"units",0,"v115114166","7.16.29",99700,NA,NA,NA,0,16949000
"857",1980,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",809000,NA,NA,NA,0,137530000
"858",1981,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",878000,NA,NA,NA,0,149260000
"859",1982,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",842000,NA,NA,NA,0,143140000
"860",1983,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",809000,NA,NA,NA,0,137530000
"861",1984,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",858000,NA,NA,NA,0,145860000
"862",1985,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",850000,NA,NA,NA,0,144500000
"863",1986,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",740600,NA,NA,NA,0,125902000
"864",1987,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",744600,NA,NA,NA,0,126582000
"865",1988,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",704200,NA,NA,NA,0,119714000
"866",1989,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",724400,NA,NA,NA,0,123148000
"867",1990,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",740600,NA,NA,NA,0,125902000
"868",1991,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",765538,NA,NA,NA,0,130141460
"869",1992,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",720300,NA,NA,NA,0,122451000
"870",1993,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",720300,NA,NA,NA,0,122451000
"871",1994,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",671800,NA,NA,NA,0,114206000
"872",1995,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",700100,NA,NA,NA,0,119017000
"873",1996,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",766900,NA,NA,NA,0,130373000
"874",1997,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",688000,NA,NA,NA,0,116960000
"875",1998,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",748700,NA,NA,NA,0,127279000
"876",1999,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",738600,NA,NA,NA,0,125562000
"877",2000,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",728400,NA,NA,NA,0,123828000
"878",2001,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",809400,NA,NA,NA,0,137598000
"879",2002,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",779000,NA,NA,NA,0,132430000
"880",2003,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",728400,NA,NA,NA,0,123828000
"881",2004,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",688000,NA,NA,NA,0,116960000
"882",2005,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",647500,NA,NA,NA,0,110075000
"883",2006,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",638500,NA,NA,NA,0,108545000
"884",2007,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",849800,NA,NA,NA,0,144466000
"885",2008,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",716300,NA,NA,NA,0,121771000
"886",2009,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",748700,NA,NA,NA,0,127279000
"887",2010,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",791200,NA,NA,NA,0,134504000
"888",2011,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",822500,NA,NA,NA,0,139825000
"889",2012,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",900400,NA,NA,NA,0,153068000
"890",2013,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",900400,NA,NA,NA,0,153068000
"891",2014,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",764900,NA,NA,NA,0,130033000
"892",2015,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",847800,NA,NA,NA,0,144126000
"893",2016,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",874900,NA,NA,NA,0,148733000
"894",2017,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",857900,NA,NA,NA,0,145843000
"895",2018,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",872100,NA,NA,NA,0,148257000
"896",2019,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",891300,NA,NA,NA,0,151521000
"897",2020,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",886700,NA,NA,NA,0,150739000
"898",2021,"Ontario","2016A000235","Seeded area (hectares)","Corn for grain","Hectares",149,"units",0,"v115114165","7.16.11",868600,NA,NA,NA,0,147662000
"941",1980,"Ontario","2016A000235","Seeded area (hectares)","Soybeans","Hectares",149,"units",0,"v115114173","7.16.15",277200,NA,NA,NA,0,0
"942",1981,"Ontario","2016A000235","Seeded area (hectares)","Soybeans","Hectares",149,"units",0,"v115114173","7.16.15",279200,NA,NA,NA,0,0
"943",1982,"Ontario","2016A000235","Seeded area (hectares)","Soybeans","Hectares",149,"units",0,"v115114173","7.16.15",364000,NA,NA,NA,0,0
"944",1983,"Ontario","2016A000235","Seeded area (hectares)","Soybeans","Hectares",149,"units",0,"v115114173","7.16.15",364000,NA,NA,NA,0,0
"945",1984,"Ontario","2016A000235","Seeded area (hectares)","Soybeans","Hectares",149,"units",0,"v115114173","7.16.15",405000,NA,NA,NA,0,0
"946",1985,"Ontario","2016A000235","Seeded area (hectares)","Soybeans","Hectares",149,"units",0,"v115114173","7.16.15",405000,NA,NA,NA,0,0
"947",1986,"Ontario","2016A000235","Seeded area (hectares)","Soybeans","Hectares",149,"units",0,"v115114173","7.16.15",380400,NA,NA,NA,0,0
"948",1987,"Ontario","2016A000235","Seeded area (hectares)","Soybeans","Hectares",149,"units",0,"v115114173","7.16.15",453200,NA,NA,NA,0,0
"949",1988,"Ontario","2016A000235","Seeded area (hectares)","Soybeans","Hectares",149,"units",0,"v115114173","7.16.15",518000,NA,NA,NA,0,0
"950",1989,"Ontario","2016A000235","Seeded area (hectares)","Soybeans","Hectares",149,"units",0,"v115114173","7.16.15",522000,NA,NA,NA,0,0
