Period,Commodity,Province,Country,State,Value ($),Quantity,Unit of measure
2016-01-01,"1003.10.00 - Barley, seed for sowing",British Columbia,The world,N/A,28278,57,Weight in metric tonne
2018-01-01,"1003.90.10 - Barley, certified organic, o/t seed for sowing",British Columbia,The world,N/A,30423,59,Weight in metric tonne
2019-01-01,"1003.90.10 - Barley, certified organic, o/t seed for sowing",British Columbia,The world,N/A,39623,94,Weight in metric tonne
2017-01-01,"1003.90.10 - Barley, certified organic, o/t seed for sowing",Quebec,The world,N/A,65263,143,Weight in metric tonne
2018-01-01,"1003.90.10 - Barley, certified organic, o/t seed for sowing",Quebec,The world,N/A,76805,165,Weight in metric tonne
2014-01-01,"1003.10.00 - Barley, seed for sowing",Ontario,The world,N/A,4348,8,Weight in metric tonne
2019-01-01,"1003.90.10 - Barley, certified organic, o/t seed for sowing",Ontario,The world,N/A,34533,79,Weight in metric tonne
2012-01-01,"1003.10.00 - Barley, seed for sowing",Manitoba,The world,N/A,338553,841,Weight in metric tonne
2015-01-01,"1003.90.00 - Barley, other than seed for sowing (Terminated 2016-12)",Manitoba,The world,N/A,43444635,126276,Weight in metric tonne
2016-01-01,"1003.90.00 - Barley, other than seed for sowing (Terminated 2016-12)",Manitoba,The world,N/A,41891187,130636,Weight in metric tonne
2020-01-01,"1003.90.90 - Barley, o/t certified organic, o/t seed for sowing",Manitoba,The world,N/A,51350305,180217,Weight in metric tonne
2018-01-01,"1003.10.00 - Barley, seed for sowing",Saskatchewan,The world,N/A,1335890,3003,Weight in metric tonne
2011-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",Saskatchewan,The world,N/A,149598618,509822,Weight in metric tonne
2012-01-01,"1003.90.00 - Barley, other than seed for sowing (Terminated 2016-12)",Alberta,The world,N/A,186603747,596944,Weight in metric tonne
2013-01-01,"1003.10.00 - Barley, seed for sowing",Alberta,The world,N/A,1700602,3837,Weight in metric tonne
2019-01-01,"1003.90.10 - Barley, certified organic, o/t seed for sowing",Alberta,The world,N/A,1129060,2678,Weight in metric tonne
2013-01-01,"1003.10.00 - Barley, seed for sowing",British Columbia,The world,N/A,48824,105,Weight in metric tonne
2016-01-01,"1003.90.00 - Barley, other than seed for sowing (Terminated 2016-12)",British Columbia,The world,N/A,2649397,8253,Weight in metric tonne
2020-01-01,"1003.90.90 - Barley, o/t certified organic, o/t seed for sowing",Quebec,The world,N/A,14920949,52373,Weight in metric tonne
2017-01-01,"1003.10.00 - Barley, seed for sowing",Quebec,The world,N/A,67088,146,Weight in metric tonne
2021-01-01,"1003.90.90 - Barley, o/t certified organic, o/t seed for sowing",Quebec,The world,N/A,14766363,45455,Weight in metric tonne
2019-01-01,"1003.90.90 - Barley, o/t certified organic, o/t seed for sowing",Ontario,The world,N/A,6587435,20593,Weight in metric tonne
2016-01-01,"1003.90.00 - Barley, other than seed for sowing (Terminated 2016-12)",Ontario,The world,N/A,9407287,29342,Weight in metric tonne
2012-01-01,"1003.90.00 - Barley, other than seed for sowing (Terminated 2016-12)",Manitoba,The world,N/A,35353979,113090,Weight in metric tonne
2017-01-01,"1003.10.00 - Barley, seed for sowing",Manitoba,The world,N/A,206597,446,Weight in metric tonne
2017-01-01,"1003.90.10 - Barley, certified organic, o/t seed for sowing",Manitoba,The world,N/A,200978,431,Weight in metric tonne
2021-01-01,"1003.10.00 - Barley, seed for sowing",Manitoba,The world,N/A,209487,412,Weight in metric tonne
2021-01-01,"1003.90.90 - Barley, o/t certified organic, o/t seed for sowing",Manitoba,The world,N/A,50818295,156449,Weight in metric tonne
2011-01-01,1003.00.10 - Barley seed (Terminated 2011-12),Saskatchewan,The world,N/A,1070704,2934,Weight in metric tonne
2017-01-01,"1003.10.00 - Barley, seed for sowing",Saskatchewan,The world,N/A,1190409,2571,Weight in metric tonne
2018-01-01,"1003.90.10 - Barley, certified organic, o/t seed for sowing",Saskatchewan,The world,N/A,2033225,4427,Weight in metric tonne
2020-01-01,"1003.90.10 - Barley, certified organic, o/t seed for sowing",Saskatchewan,The world,N/A,2760637,6676,Weight in metric tonne
2018-01-01,"1003.10.00 - Barley, seed for sowing",Alberta,The world,N/A,802027,1804,Weight in metric tonne
2021-01-01,"1003.90.10 - Barley, certified organic, o/t seed for sowing",Alberta,The world,N/A,985398,2023,Weight in metric tonne
2012-01-01,"1003.10.00 - Barley, seed for sowing",British Columbia,The world,N/A,58798,144,Weight in metric tonne
2012-01-01,"1003.90.00 - Barley, other than seed for sowing (Terminated 2016-12)",British Columbia,The world,N/A,6140179,19629,Weight in metric tonne
2015-01-01,"1003.10.00 - Barley, seed for sowing",British Columbia,The world,N/A,62010,124,Weight in metric tonne
2015-01-01,"1003.90.00 - Barley, other than seed for sowing (Terminated 2016-12)",British Columbia,The world,N/A,6462836,18748,Weight in metric tonne
2017-01-01,"1003.10.00 - Barley, seed for sowing",British Columbia,The world,N/A,22041,46,Weight in metric tonne
2020-01-01,"1003.90.90 - Barley, o/t certified organic, o/t seed for sowing",British Columbia,The world,N/A,7857319,27570,Weight in metric tonne
2021-01-01,"1003.90.90 - Barley, o/t certified organic, o/t seed for sowing",British Columbia,The world,N/A,7775904,23927,Weight in metric tonne
2014-01-01,"1003.10.00 - Barley, seed for sowing",Quebec,The world,N/A,120948,334,Weight in metric tonne
2021-01-01,"1003.90.10 - Barley, certified organic, o/t seed for sowing",Quebec,The world,N/A,61690,122,Weight in metric tonne
2016-01-01,"1003.90.00 - Barley, other than seed for sowing (Terminated 2016-12)",Quebec,The world,N/A,9484079,29591,Weight in metric tonne
2018-01-01,"1003.90.90 - Barley, o/t certified organic, o/t seed for sowing",Ontario,The world,N/A,7381186,24247,Weight in metric tonne
2019-01-01,"1003.10.00 - Barley, seed for sowing",Ontario,The world,N/A,26917,42,Weight in metric tonne
2020-01-01,"1003.90.10 - Barley, certified organic, o/t seed for sowing",Ontario,The world,N/A,60962,138,Weight in metric tonne
2013-01-01,"1003.10.00 - Barley, seed for sowing",Manitoba,The world,N/A,401864,907,Weight in metric tonne
2014-01-01,"1003.90.00 - Barley, other than seed for sowing (Terminated 2016-12)",Manitoba,The world,N/A,45804216,147815,Weight in metric tonne
2018-01-01,"1003.10.00 - Barley, seed for sowing",Manitoba,The world,N/A,202823,463,Weight in metric tonne
2020-01-01,"1003.90.10 - Barley, certified organic, o/t seed for sowing",Manitoba,The world,N/A,301102,729,Weight in metric tonne
2021-01-01,"1003.90.90 - Barley, o/t certified organic, o/t seed for sowing",Saskatchewan,The world,N/A,465925990,1434366,Weight in metric tonne
2014-01-01,"1003.10.00 - Barley, seed for sowing",Saskatchewan,The world,N/A,2053876,5572,Weight in metric tonne
2014-01-01,"1003.90.00 - Barley, other than seed for sowing (Terminated 2016-12)",Saskatchewan,The world,N/A,231274517,746370,Weight in metric tonne
2017-01-01,"1003.90.90 - Barley, o/t certified organic, o/t seed for sowing",Saskatchewan,The world,N/A,258679597,937376,Weight in metric tonne
2019-01-01,"1003.10.00 - Barley, seed for sowing",Saskatchewan,The world,N/A,1619290,3167,Weight in metric tonne
2013-01-01,"1003.90.00 - Barley, other than seed for sowing (Terminated 2016-12)",Alberta,The world,N/A,181317530,568729,Weight in metric tonne
2015-01-01,"1003.10.00 - Barley, seed for sowing",Alberta,The world,N/A,1852534,3836,Weight in metric tonne
2016-01-01,"1003.10.00 - Barley, seed for sowing",Alberta,The world,N/A,1500231,3296,Weight in metric tonne
2016-01-01,"1003.90.00 - Barley, other than seed for sowing (Terminated 2016-12)",Alberta,The world,N/A,140571613,438359,Weight in metric tonne
2021-01-01,"1003.90.90 - Barley, o/t certified organic, o/t seed for sowing",Alberta,The world,N/A,235869136,726113,Weight in metric tonne
2011-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",Alberta,The world,N/A,119358635,406772,Weight in metric tonne
2014-01-01,"1003.90.00 - Barley, other than seed for sowing (Terminated 2016-12)",British Columbia,The world,N/A,6221537,20051,Weight in metric tonne
2017-01-01,"1003.90.90 - Barley, o/t certified organic, o/t seed for sowing",British Columbia,The world,N/A,4789390,17351,Weight in metric tonne
2019-01-01,"1003.10.00 - Barley, seed for sowing",British Columbia,The world,N/A,30879,51,Weight in metric tonne
2021-01-01,"1003.90.10 - Barley, certified organic, o/t seed for sowing",British Columbia,The world,N/A,32490,61,Weight in metric tonne
2020-01-01,"1003.90.10 - Barley, certified organic, o/t seed for sowing",Quebec,The world,N/A,87489,207,Weight in metric tonne
2020-01-01,"1003.90.90 - Barley, o/t certified organic, o/t seed for sowing",Ontario,The world,N/A,10397047,36460,Weight in metric tonne
2021-01-01,"1003.90.10 - Barley, certified organic, o/t seed for sowing",Ontario,The world,N/A,42993,82,Weight in metric tonne
2021-01-01,"1003.90.90 - Barley, o/t certified organic, o/t seed for sowing",Ontario,The world,N/A,10289328,31659,Weight in metric tonne
2018-01-01,"1003.90.10 - Barley, certified organic, o/t seed for sowing",Manitoba,The world,N/A,308691,675,Weight in metric tonne
2019-01-01,"1003.90.90 - Barley, o/t certified organic, o/t seed for sowing",Manitoba,The world,N/A,53046206,165959,Weight in metric tonne
2020-01-01,"1003.10.00 - Barley, seed for sowing",Manitoba,The world,N/A,299586,690,Weight in metric tonne
2015-01-01,"1003.90.00 - Barley, other than seed for sowing (Terminated 2016-12)",Saskatchewan,The world,N/A,193032369,561037,Weight in metric tonne
2016-01-01,"1003.10.00 - Barley, seed for sowing",Saskatchewan,The world,N/A,1920680,4218,Weight in metric tonne
2019-01-01,"1003.90.10 - Barley, certified organic, o/t seed for sowing",Saskatchewan,The world,N/A,2077452,4924,Weight in metric tonne
2020-01-01,"1003.10.00 - Barley, seed for sowing",Saskatchewan,The world,N/A,2746742,6345,Weight in metric tonne
2020-01-01,"1003.90.90 - Barley, o/t certified organic, o/t seed for sowing",Saskatchewan,The world,N/A,470803753,1652266,Weight in metric tonne
2014-01-01,"1003.90.00 - Barley, other than seed for sowing (Terminated 2016-12)",Alberta,The world,N/A,192475652,621182,Weight in metric tonne
2020-01-01,"1003.10.00 - Barley, seed for sowing",Alberta,The world,N/A,1390502,3217,Weight in metric tonne
2020-01-01,"1003.90.90 - Barley, o/t certified organic, o/t seed for sowing",Alberta,The world,N/A,238338445,836440,Weight in metric tonne
2018-01-01,"1003.90.90 - Barley, o/t certified organic, o/t seed for sowing",British Columbia,The world,N/A,5552806,18225,Weight in metric tonne
2019-01-01,"1003.90.90 - Barley, o/t certified organic, o/t seed for sowing",British Columbia,The world,N/A,7558223,23629,Weight in metric tonne
2020-01-01,"1003.90.10 - Barley, certified organic, o/t seed for sowing",British Columbia,The world,N/A,46070,101,Weight in metric tonne
2021-01-01,"1003.10.00 - Barley, seed for sowing",British Columbia,The world,N/A,32053,62,Weight in metric tonne
2004-01-01,1003.00.10 - Barley seed (Terminated 2011-12),Manitoba,The world,N/A,1540432,7019,Weight in metric tonne
1999-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",Manitoba,The world,N/A,26828751,143327,Weight in metric tonne
2005-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",Manitoba,The world,N/A,30818528,178894,Weight in metric tonne
1992-01-01,1003.00.00 - Barley (Terminated 1998-12),Manitoba,The world,N/A,40235071,310679,Weight in metric tonne
1993-01-01,1003.00.00 - Barley (Terminated 1998-12),Manitoba,The world,N/A,55183267,424945,Weight in metric tonne
1997-01-01,1003.00.00 - Barley (Terminated 1998-12),Manitoba,The world,N/A,73719737,366867,Weight in metric tonne
2003-01-01,1003.00.10 - Barley seed (Terminated 2011-12),Alberta,The world,N/A,5418989,24415,Weight in metric tonne
2004-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",Alberta,The world,N/A,115799929,587177,Weight in metric tonne
1989-01-01,1003.00.00 - Barley (Terminated 1998-12),Alberta,The world,N/A,348346871,2373963,Weight in metric tonne
1991-01-01,1003.00.00 - Barley (Terminated 1998-12),Alberta,The world,N/A,188523536,1663439,Weight in metric tonne
1992-01-01,1003.00.00 - Barley (Terminated 1998-12),Alberta,The world,N/A,157294365,1214570,Weight in metric tonne
2001-01-01,1003.00.10 - Barley seed (Terminated 2011-12),British Columbia,The world,N/A,61468,256,Weight in metric tonne
2003-01-01,1003.00.10 - Barley seed (Terminated 2011-12),British Columbia,The world,N/A,383403,1734,Weight in metric tonne
2004-01-01,1003.00.10 - Barley seed (Terminated 2011-12),British Columbia,The world,N/A,517701,2358,Weight in metric tonne
2005-01-01,1003.00.10 - Barley seed (Terminated 2011-12),British Columbia,The world,N/A,83667,389,Weight in metric tonne
2008-01-01,1003.00.10 - Barley seed (Terminated 2011-12),British Columbia,The world,N/A,97963,247,Weight in metric tonne
1993-01-01,1003.00.00 - Barley (Terminated 1998-12),British Columbia,The world,N/A,2530650,19471,Weight in metric tonne
2001-01-01,1003.00.10 - Barley seed (Terminated 2011-12),Manitoba,The world,N/A,1411009,5997,Weight in metric tonne
2005-01-01,1003.00.10 - Barley seed (Terminated 2011-12),Manitoba,The world,N/A,829358,3938,Weight in metric tonne
2002-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",Manitoba,The world,N/A,13607751,59654,Weight in metric tonne
1999-01-01,1003.00.10 - Barley seed (Terminated 2011-12),Saskatchewan,The world,N/A,1265631,5559,Weight in metric tonne
2001-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",Saskatchewan,The world,N/A,203626334,928325,Weight in metric tonne
2000-01-01,1003.00.10 - Barley seed (Terminated 2011-12),Alberta,The world,N/A,1387306,6144,Weight in metric tonne
2001-01-01,1003.00.10 - Barley seed (Terminated 2011-12),Alberta,The world,N/A,3028539,12879,Weight in metric tonne
2005-01-01,1003.00.10 - Barley seed (Terminated 2011-12),Alberta,The world,N/A,2938621,13941,Weight in metric tonne
2001-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",Alberta,The world,N/A,120819315,550818,Weight in metric tonne
2010-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",Alberta,The world,N/A,73007136,302340,Weight in metric tonne
2005-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",British Columbia,The world,N/A,3109190,18043,Weight in metric tonne
2009-01-01,1003.00.10 - Barley seed (Terminated 2011-12),British Columbia,The world,N/A,21852,61,Weight in metric tonne
1990-01-01,1003.00.00 - Barley (Terminated 1998-12),British Columbia,The world,N/A,7691022,57038,Weight in metric tonne
1992-01-01,1003.00.00 - Barley (Terminated 1998-12),British Columbia,The world,N/A,3613341,27895,Weight in metric tonne
1994-01-01,1003.00.00 - Barley (Terminated 1998-12),British Columbia,The world,N/A,4500612,32965,Weight in metric tonne
2003-01-01,1003.00.10 - Barley seed (Terminated 2011-12),Manitoba,The world,N/A,1609976,7253,Weight in metric tonne
2007-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",Manitoba,The world,N/A,57323447,231103,Weight in metric tonne
2010-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",Manitoba,The world,N/A,45580834,188761,Weight in metric tonne
1991-01-01,1003.00.00 - Barley (Terminated 1998-12),Manitoba,The world,N/A,76715791,676896,Weight in metric tonne
1994-01-01,1003.00.00 - Barley (Terminated 1998-12),Manitoba,The world,N/A,44761436,328139,Weight in metric tonne
1999-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",Saskatchewan,The world,N/A,131504018,702538,Weight in metric tonne
2000-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",Saskatchewan,The world,N/A,183569858,941728,Weight in metric tonne
2003-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",Saskatchewan,The world,N/A,78958360,355804,Weight in metric tonne
2005-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",Saskatchewan,The world,N/A,198543763,1152503,Weight in metric tonne
2006-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",Saskatchewan,The world,N/A,145701057,830236,Weight in metric tonne
1991-01-01,1003.00.00 - Barley (Terminated 1998-12),Saskatchewan,The world,N/A,181045663,1597437,Weight in metric tonne
1989-01-01,1003.00.00 - Barley (Terminated 1998-12),Saskatchewan,The world,N/A,158522237,1080323,Weight in metric tonne
1992-01-01,1003.00.00 - Barley (Terminated 1998-12),Saskatchewan,The world,N/A,124383650,960445,Weight in metric tonne
2004-01-01,1003.00.10 - Barley seed (Terminated 2011-12),Alberta,The world,N/A,7931108,36140,Weight in metric tonne
2005-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",Alberta,The world,N/A,109197349,633858,Weight in metric tonne
2007-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",Alberta,The world,N/A,150439307,606494,Weight in metric tonne
2008-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",Alberta,The world,N/A,319447683,998234,Weight in metric tonne
2004-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",British Columbia,The world,N/A,7558774,38342,Weight in metric tonne
1997-01-01,1003.00.00 - Barley (Terminated 1998-12),British Columbia,The world,N/A,3783852,18798,Weight in metric tonne
2010-01-01,1003.00.10 - Barley seed (Terminated 2011-12),Manitoba,The world,N/A,246686,851,Weight in metric tonne
2000-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",Manitoba,The world,N/A,23862639,122430,Weight in metric tonne
1988-01-01,1003.00.00 - Barley (Terminated 1998-12),Manitoba,The world,N/A,38356846,368955,Weight in metric tonne
1995-01-01,1003.00.00 - Barley (Terminated 1998-12),Manitoba,The world,N/A,36744293,202713,Weight in metric tonne
2002-01-01,1003.00.10 - Barley seed (Terminated 2011-12),Saskatchewan,The world,N/A,5012195,19670,Weight in metric tonne
2004-01-01,1003.00.10 - Barley seed (Terminated 2011-12),Saskatchewan,The world,N/A,11228248,51173,Weight in metric tonne
2002-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",Saskatchewan,The world,N/A,106960554,468871,Weight in metric tonne
2008-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",Saskatchewan,The world,N/A,292148758,912923,Weight in metric tonne
1999-01-01,1003.00.10 - Barley seed (Terminated 2011-12),Alberta,The world,N/A,893345,3924,Weight in metric tonne
2000-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",Alberta,The world,N/A,149393090,766406,Weight in metric tonne
1997-01-01,1003.00.00 - Barley (Terminated 1998-12),Alberta,The world,N/A,267739624,1332417,Weight in metric tonne
1988-01-01,1003.00.00 - Barley (Terminated 1998-12),Alberta,The world,N/A,143802776,1383227,Weight in metric tonne
1994-01-01,1003.00.00 - Barley (Terminated 1998-12),Alberta,The world,N/A,233395453,1711033,Weight in metric tonne
2006-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",British Columbia,The world,N/A,2420537,13784,Weight in metric tonne
1988-01-01,1003.00.00 - Barley (Terminated 1998-12),British Columbia,The world,N/A,3991378,38383,Weight in metric tonne
1998-01-01,1003.00.00 - Barley (Terminated 1998-12),British Columbia,The world,N/A,2688483,13515,Weight in metric tonne
2000-01-01,1003.00.10 - Barley seed (Terminated 2011-12),Manitoba,The world,N/A,221594,989,Weight in metric tonne
1990-01-01,1003.00.00 - Barley (Terminated 1998-12),Manitoba,The world,N/A,68031979,504666,Weight in metric tonne
2006-01-01,1003.00.10 - Barley seed (Terminated 2011-12),Saskatchewan,The world,N/A,12849730,62909,Weight in metric tonne
2008-01-01,1003.00.10 - Barley seed (Terminated 2011-12),Saskatchewan,The world,N/A,4096269,10464,Weight in metric tonne
2010-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",Saskatchewan,The world,N/A,202552663,838838,Weight in metric tonne
1994-01-01,1003.00.00 - Barley (Terminated 1998-12),Saskatchewan,The world,N/A,206538585,1514130,Weight in metric tonne
2010-01-01,1003.00.10 - Barley seed (Terminated 2011-12),Alberta,The world,N/A,395113,1366,Weight in metric tonne
2006-01-01,1003.00.10 - Barley seed (Terminated 2011-12),Alberta,The world,N/A,6772305,33150,Weight in metric tonne
