Period,Commodity,Province,Country,State,Value ($),Quantity,Unit of measure
2013-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Manitoba,The world,N/A,2162204,2770433,Weight in kilograms
2018-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Manitoba,The world,N/A,511991,889157,Weight in kilograms
2019-01-01,1008.30.00 - Canary seeds,Manitoba,The world,N/A,3536825,4463051,Weight in kilograms
2018-01-01,1008.50.00 - Quinoa,Manitoba,The world,N/A,11560,24376,Weight in kilograms
2015-01-01,1008.60.00 - Triticale,Manitoba,The world,N/A,2354354,4214673,Weight in kilograms
2020-01-01,1008.90.10 - Wild rice,Manitoba,The world,N/A,1417465,157190,Weight in kilograms
2016-01-01,"1008.90.90 - Cereals, nes",Manitoba,The world,N/A,331441,113347,Weight in kilograms
2020-01-01,1008.10.00 - Buckwheat,Saskatchewan,The world,N/A,3632,2722,Weight in kilograms
2018-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Saskatchewan,The world,N/A,160944,264064,Weight in kilograms
2012-01-01,1008.30.00 - Canary seeds,Saskatchewan,The world,N/A,78123094,103157826,Weight in kilograms
2015-01-01,1008.50.00 - Quinoa,Saskatchewan,The world,N/A,704145,275363,Weight in kilograms
2016-01-01,1008.50.00 - Quinoa,Saskatchewan,The world,N/A,1390420,860003,Weight in kilograms
2014-01-01,1008.60.00 - Triticale,Saskatchewan,The world,N/A,396450,956584,Weight in kilograms
2011-01-01,1008.90.10 - Wild rice,Saskatchewan,The world,N/A,1024135,143566,Weight in kilograms
2017-01-01,1008.90.10 - Wild rice,Saskatchewan,The world,N/A,4623176,476895,Weight in kilograms
2016-01-01,"1008.90.90 - Cereals, nes",Saskatchewan,The world,N/A,37949,11542,Weight in kilograms
2017-01-01,"1008.90.90 - Cereals, nes",Saskatchewan,The world,N/A,238480,722666,Weight in kilograms
2011-01-01,1008.10.00 - Buckwheat,British Columbia,The world,N/A,283556,256106,Weight in kilograms
2014-01-01,1008.10.00 - Buckwheat,British Columbia,The world,N/A,12434,5443,Weight in kilograms
2018-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",British Columbia,The world,N/A,22100,35324,Weight in kilograms
2019-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",British Columbia,The world,N/A,626672,1208397,Weight in kilograms
2019-01-01,1008.30.00 - Canary seeds,British Columbia,The world,N/A,5965916,7877932,Weight in kilograms
2021-01-01,1008.30.00 - Canary seeds,British Columbia,The world,N/A,11997578,14330455,Weight in kilograms
2015-01-01,1008.50.00 - Quinoa,British Columbia,The world,N/A,6398,19116,Weight in kilograms
2016-01-01,1008.50.00 - Quinoa,British Columbia,The world,N/A,15831,47705,Weight in kilograms
2018-01-01,1008.60.00 - Triticale,British Columbia,The world,N/A,12345,16783,Weight in kilograms
2021-01-01,"1008.90.90 - Cereals, nes",British Columbia,The world,N/A,340,1029,Weight in kilograms
2018-01-01,1008.30.00 - Canary seeds,Yukon,The world,N/A,30360,50000,Weight in kilograms
2019-01-01,1008.50.00 - Quinoa,Prince Edward Island,The world,N/A,3697,11202,Weight in kilograms
2020-01-01,1008.50.00 - Quinoa,Nova Scotia,The world,N/A,140,424,Weight in kilograms
2012-01-01,1008.90.10 - Wild rice,New Brunswick,The world,N/A,3450,508,Weight in kilograms
2014-01-01,1008.90.10 - Wild rice,New Brunswick,The world,N/A,4140,533,Weight in kilograms
2011-01-01,1008.10.00 - Buckwheat,Quebec,The world,N/A,204202,309236,Weight in kilograms
2011-01-01,1008.30.00 - Canary seeds,Quebec,The world,N/A,2876968,3241224,Weight in kilograms
2018-01-01,1008.30.00 - Canary seeds,Quebec,The world,N/A,220215,329193,Weight in kilograms
2019-01-01,1008.30.00 - Canary seeds,Quebec,The world,N/A,16751,26714,Weight in kilograms
2013-01-01,1008.60.00 - Triticale,Quebec,The world,N/A,23656,27238,Weight in kilograms
2019-01-01,1008.90.10 - Wild rice,Quebec,The world,N/A,233604,27559,Weight in kilograms
2016-01-01,"1008.90.90 - Cereals, nes",Quebec,The world,N/A,111555,144566,Weight in kilograms
2012-01-01,"1008.21.00 - Millet, seed for sowing",Ontario,The world,N/A,152445,77981,Weight in kilograms
2013-01-01,"1008.21.00 - Millet, seed for sowing",Ontario,The world,N/A,180456,104996,Weight in kilograms
2014-01-01,"1008.21.00 - Millet, seed for sowing",Ontario,The world,N/A,150888,58200,Weight in kilograms
2013-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Ontario,The world,N/A,80296,157820,Weight in kilograms
2016-01-01,1008.30.00 - Canary seeds,Ontario,The world,N/A,1176185,1543098,Weight in kilograms
2012-01-01,1008.50.00 - Quinoa,Ontario,The world,N/A,5362,990,Weight in kilograms
2021-01-01,1008.50.00 - Quinoa,Ontario,The world,N/A,60513,99444,Weight in kilograms
2019-01-01,1008.60.00 - Triticale,Ontario,The world,N/A,601028,732241,Weight in kilograms
2020-01-01,1008.60.00 - Triticale,Ontario,The world,N/A,1207515,1260936,Weight in kilograms
2011-01-01,1008.90.10 - Wild rice,Ontario,The world,N/A,560008,230962,Weight in kilograms
2020-01-01,"1008.90.90 - Cereals, nes",Ontario,The world,N/A,684214,1140949,Weight in kilograms
2015-01-01,1008.10.00 - Buckwheat,Manitoba,The world,N/A,1205305,1070745,Weight in kilograms
2021-01-01,1008.10.00 - Buckwheat,Manitoba,The world,N/A,1069037,951058,Weight in kilograms
2013-01-01,"1008.21.00 - Millet, seed for sowing",Manitoba,The world,N/A,560265,716357,Weight in kilograms
2021-01-01,"1008.21.00 - Millet, seed for sowing",Manitoba,The world,N/A,671883,1279324,Weight in kilograms
2016-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Manitoba,The world,N/A,253877,521502,Weight in kilograms
2014-01-01,1008.30.00 - Canary seeds,Manitoba,The world,N/A,6957897,8740581,Weight in kilograms
2018-01-01,1008.30.00 - Canary seeds,Manitoba,The world,N/A,2997818,4107207,Weight in kilograms
2019-01-01,1008.50.00 - Quinoa,Manitoba,The world,N/A,255,778,Weight in kilograms
2012-01-01,1008.60.00 - Triticale,Manitoba,The world,N/A,2990211,6804862,Weight in kilograms
2017-01-01,1008.90.10 - Wild rice,Manitoba,The world,N/A,614048,70238,Weight in kilograms
2021-01-01,"1008.90.90 - Cereals, nes",Manitoba,The world,N/A,79365,17280,Weight in kilograms
2015-01-01,"1008.21.00 - Millet, seed for sowing",Saskatchewan,The world,N/A,823057,1424896,Weight in kilograms
2019-01-01,"1008.21.00 - Millet, seed for sowing",Saskatchewan,The world,N/A,743919,1191001,Weight in kilograms
2020-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Saskatchewan,The world,N/A,504875,942517,Weight in kilograms
2021-01-01,1008.50.00 - Quinoa,Saskatchewan,The world,N/A,4559076,3459077,Weight in kilograms
2020-01-01,1008.60.00 - Triticale,Saskatchewan,The world,N/A,747911,1527241,Weight in kilograms
2014-01-01,1008.90.10 - Wild rice,Saskatchewan,The world,N/A,1515118,194597,Weight in kilograms
2016-01-01,1008.90.10 - Wild rice,Saskatchewan,The world,N/A,1732470,313252,Weight in kilograms
2018-01-01,1008.90.10 - Wild rice,Saskatchewan,The world,N/A,1639741,150404,Weight in kilograms
2021-01-01,1008.90.10 - Wild rice,Saskatchewan,The world,N/A,471269,37241,Weight in kilograms
2015-01-01,"1008.21.00 - Millet, seed for sowing",Alberta,The world,N/A,4964,9072,Weight in kilograms
2020-01-01,1008.30.00 - Canary seeds,Alberta,The world,N/A,136878,168605,Weight in kilograms
2013-01-01,1008.60.00 - Triticale,Alberta,The world,N/A,793001,1778654,Weight in kilograms
2014-01-01,"1008.90.90 - Cereals, nes",Alberta,The world,N/A,3543,31171,Weight in kilograms
2015-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",British Columbia,The world,N/A,12210,27134,Weight in kilograms
2017-01-01,1008.30.00 - Canary seeds,British Columbia,The world,N/A,2738697,3898349,Weight in kilograms
2014-01-01,1008.50.00 - Quinoa,British Columbia,The world,N/A,20837,62935,Weight in kilograms
2018-01-01,1008.50.00 - Quinoa,British Columbia,The world,N/A,43815,74523,Weight in kilograms
2019-01-01,1008.50.00 - Quinoa,British Columbia,The world,N/A,78920,127820,Weight in kilograms
2013-01-01,1008.60.00 - Triticale,British Columbia,The world,N/A,13811,25536,Weight in kilograms
2017-01-01,1008.60.00 - Triticale,British Columbia,The world,N/A,8819,11794,Weight in kilograms
2018-01-01,1008.90.10 - Wild rice,British Columbia,The world,N/A,167081,14236,Weight in kilograms
2011-01-01,1008.90.10 - Wild rice,British Columbia,The world,N/A,139162,13608,Weight in kilograms
2014-01-01,1008.30.00 - Canary seeds,Yukon,The world,N/A,31337,45360,Weight in kilograms
2012-01-01,1008.90.10 - Wild rice,Nova Scotia,The world,N/A,8023,1148,Weight in kilograms
2018-01-01,1008.90.10 - Wild rice,Nova Scotia,The world,N/A,7777,977,Weight in kilograms
2019-01-01,1008.90.10 - Wild rice,Nova Scotia,The world,N/A,5247,680,Weight in kilograms
2018-01-01,"1008.90.90 - Cereals, nes",Nova Scotia,The world,N/A,655,1985,Weight in kilograms
2020-01-01,1008.90.10 - Wild rice,New Brunswick,The world,N/A,35254,3129,Weight in kilograms
2019-01-01,"1008.21.00 - Millet, seed for sowing",Quebec,The world,N/A,1218887,1808053,Weight in kilograms
2014-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Quebec,The world,N/A,15005,25996,Weight in kilograms
2018-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Quebec,The world,N/A,202747,304232,Weight in kilograms
2020-01-01,1008.30.00 - Canary seeds,Quebec,The world,N/A,5278359,6840556,Weight in kilograms
2013-01-01,"1008.21.00 - Millet, seed for sowing",Quebec,The world,N/A,15834,34816,Weight in kilograms
2014-01-01,1008.50.00 - Quinoa,Quebec,The world,N/A,79568,54756,Weight in kilograms
2015-01-01,1008.50.00 - Quinoa,Quebec,The world,N/A,133365,329789,Weight in kilograms
2017-01-01,1008.50.00 - Quinoa,Quebec,The world,N/A,344503,883223,Weight in kilograms
2016-01-01,1008.90.10 - Wild rice,Quebec,The world,N/A,108917,9535,Weight in kilograms
2017-01-01,1008.90.10 - Wild rice,Quebec,The world,N/A,20355,2007,Weight in kilograms
2017-01-01,"1008.90.90 - Cereals, nes",Quebec,The world,N/A,88972,90526,Weight in kilograms
2014-01-01,1008.10.00 - Buckwheat,Ontario,The world,N/A,633489,763876,Weight in kilograms
2016-01-01,1008.10.00 - Buckwheat,Ontario,The world,N/A,2445735,3094813,Weight in kilograms
2018-01-01,"1008.21.00 - Millet, seed for sowing",Ontario,The world,N/A,167427,39966,Weight in kilograms
2021-01-01,"1008.21.00 - Millet, seed for sowing",Ontario,The world,N/A,33653,24314,Weight in kilograms
2015-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Ontario,The world,N/A,23070,29938,Weight in kilograms
2012-01-01,1008.30.00 - Canary seeds,Ontario,The world,N/A,733538,963761,Weight in kilograms
2013-01-01,1008.50.00 - Quinoa,Ontario,The world,N/A,180174,33123,Weight in kilograms
2018-01-01,1008.90.10 - Wild rice,Ontario,The world,N/A,200761,44661,Weight in kilograms
2019-01-01,1008.90.10 - Wild rice,Ontario,The world,N/A,372637,63079,Weight in kilograms
2017-01-01,"1008.90.90 - Cereals, nes",Ontario,The world,N/A,2564556,468754,Weight in kilograms
2013-01-01,1008.10.00 - Buckwheat,Manitoba,The world,N/A,595007,643274,Weight in kilograms
2019-01-01,1008.10.00 - Buckwheat,Manitoba,The world,N/A,1247573,1191416,Weight in kilograms
2014-01-01,"1008.21.00 - Millet, seed for sowing",Manitoba,The world,N/A,609473,1234229,Weight in kilograms
2015-01-01,"1008.21.00 - Millet, seed for sowing",Manitoba,The world,N/A,591640,1151829,Weight in kilograms
2017-01-01,"1008.21.00 - Millet, seed for sowing",Manitoba,The world,N/A,486501,924492,Weight in kilograms
2016-01-01,1008.30.00 - Canary seeds,Manitoba,The world,N/A,5114924,6064036,Weight in kilograms
2017-01-01,1008.50.00 - Quinoa,Manitoba,The world,N/A,6600,20000,Weight in kilograms
2013-01-01,1008.60.00 - Triticale,Manitoba,The world,N/A,5234798,10190689,Weight in kilograms
2016-01-01,1008.90.10 - Wild rice,Manitoba,The world,N/A,577006,53744,Weight in kilograms
2011-01-01,"1008.90.90 - Cereals unmilled, nes",Manitoba,The world,N/A,2385123,5932782,Weight in kilograms
2014-01-01,1008.10.00 - Buckwheat,Saskatchewan,The world,N/A,204904,224775,Weight in kilograms
2017-01-01,"1008.21.00 - Millet, seed for sowing",Saskatchewan,The world,N/A,88635,163721,Weight in kilograms
2019-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Saskatchewan,The world,N/A,484875,1003924,Weight in kilograms
2013-01-01,1008.30.00 - Canary seeds,Saskatchewan,The world,N/A,85512437,109524391,Weight in kilograms
2020-01-01,1008.50.00 - Quinoa,Saskatchewan,The world,N/A,4801152,3484783,Weight in kilograms
2012-01-01,1008.60.00 - Triticale,Saskatchewan,The world,N/A,347539,848020,Weight in kilograms
2015-01-01,1008.60.00 - Triticale,Saskatchewan,The world,N/A,800904,1593553,Weight in kilograms
2012-01-01,1008.90.10 - Wild rice,Saskatchewan,The world,N/A,905260,128656,Weight in kilograms
2012-01-01,1008.10.00 - Buckwheat,Alberta,The world,N/A,10193,12000,Weight in kilograms
2017-01-01,"1008.21.00 - Millet, seed for sowing",Alberta,The world,N/A,13846,28558,Weight in kilograms
2013-01-01,1008.30.00 - Canary seeds,Alberta,The world,N/A,158886,207998,Weight in kilograms
2016-01-01,1008.30.00 - Canary seeds,Alberta,The world,N/A,683614,862994,Weight in kilograms
2017-01-01,1008.30.00 - Canary seeds,Alberta,The world,N/A,211018,305881,Weight in kilograms
2021-01-01,1008.30.00 - Canary seeds,Alberta,The world,N/A,431336,523038,Weight in kilograms
2016-01-01,1008.60.00 - Triticale,Alberta,The world,N/A,103803,182435,Weight in kilograms
2014-01-01,1008.90.10 - Wild rice,Alberta,The world,N/A,85110,8541,Weight in kilograms
2011-01-01,"1008.90.90 - Cereals unmilled, nes",Alberta,The world,N/A,610524,1659676,Weight in kilograms
2015-01-01,"1008.21.00 - Millet, seed for sowing",British Columbia,The world,N/A,16446,35414,Weight in kilograms
2016-01-01,1008.90.10 - Wild rice,British Columbia,The world,N/A,92459,9054,Weight in kilograms
2013-01-01,"1008.90.90 - Cereals, nes",British Columbia,The world,N/A,10,31,Weight in kilograms
2017-01-01,1008.30.00 - Canary seeds,Newfoundland and Labrador,The world,N/A,13401,22000,Weight in kilograms
2020-01-01,1008.10.00 - Buckwheat,Prince Edward Island,The world,N/A,28660,13064,Weight in kilograms
2017-01-01,1008.50.00 - Quinoa,Prince Edward Island,The world,N/A,19392,38318,Weight in kilograms
2016-01-01,1008.90.10 - Wild rice,Nova Scotia,The world,N/A,8159,986,Weight in kilograms
2021-01-01,1008.90.10 - Wild rice,Nova Scotia,The world,N/A,5653,757,Weight in kilograms
2017-01-01,1008.90.10 - Wild rice,New Brunswick,The world,N/A,5775,889,Weight in kilograms
2019-01-01,1008.90.10 - Wild rice,New Brunswick,The world,N/A,6863,1023,Weight in kilograms
2013-01-01,1008.10.00 - Buckwheat,Quebec,The world,N/A,1209200,1850461,Weight in kilograms
2011-01-01,1008.20.00 - Millet (Terminated 2011-12),Quebec,The world,N/A,94606,164587,Weight in kilograms
2020-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Quebec,The world,N/A,256591,354544,Weight in kilograms
2015-01-01,1008.30.00 - Canary seeds,Quebec,The world,N/A,928756,1070625,Weight in kilograms
2021-01-01,1008.30.00 - Canary seeds,Quebec,The world,N/A,15008554,17610050,Weight in kilograms
2016-01-01,1008.50.00 - Quinoa,Quebec,The world,N/A,135054,214598,Weight in kilograms
2013-01-01,"1008.90.90 - Cereals, nes",Quebec,The world,N/A,69655,101034,Weight in kilograms
2018-01-01,"1008.90.90 - Cereals, nes",Quebec,The world,N/A,153663,138443,Weight in kilograms
2012-01-01,1008.10.00 - Buckwheat,Ontario,The world,N/A,800359,1070863,Weight in kilograms
2016-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Ontario,The world,N/A,8760,4535,Weight in kilograms
2013-01-01,1008.30.00 - Canary seeds,Ontario,The world,N/A,1855289,2545439,Weight in kilograms
2020-01-01,1008.50.00 - Quinoa,Ontario,The world,N/A,254848,220528,Weight in kilograms
2015-01-01,1008.90.10 - Wild rice,Ontario,The world,N/A,834928,143171,Weight in kilograms
2021-01-01,1008.90.10 - Wild rice,Ontario,The world,N/A,321236,32717,Weight in kilograms
2013-01-01,"1008.90.90 - Cereals, nes",Ontario,The world,N/A,349968,533068,Weight in kilograms
2019-01-01,"1008.90.90 - Cereals, nes",Ontario,The world,N/A,1601962,499513,Weight in kilograms
2021-01-01,"1008.90.90 - Cereals, nes",Ontario,The world,N/A,131139,221096,Weight in kilograms
2011-01-01,1008.20.00 - Millet (Terminated 2011-12),Manitoba,The world,N/A,1691095,2879185,Weight in kilograms
2020-01-01,"1008.21.00 - Millet, seed for sowing",Manitoba,The world,N/A,648283,1031634,Weight in kilograms
2012-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Manitoba,The world,N/A,1219880,2119552,Weight in kilograms
2020-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Manitoba,The world,N/A,1089148,1701954,Weight in kilograms
2016-01-01,1008.60.00 - Triticale,Manitoba,The world,N/A,1272512,2392396,Weight in kilograms
2013-01-01,1008.90.10 - Wild rice,Manitoba,The world,N/A,724220,77710,Weight in kilograms
2014-01-01,1008.90.10 - Wild rice,Manitoba,The world,N/A,884862,99378,Weight in kilograms
2018-01-01,1008.90.10 - Wild rice,Manitoba,The world,N/A,916294,88674,Weight in kilograms
2013-01-01,"1008.90.90 - Cereals, nes",Manitoba,The world,N/A,389950,401497,Weight in kilograms
2015-01-01,"1008.90.90 - Cereals, nes",Manitoba,The world,N/A,242997,594450,Weight in kilograms
2020-01-01,"1008.90.90 - Cereals, nes",Manitoba,The world,N/A,12000,36364,Weight in kilograms
2016-01-01,"1008.21.00 - Millet, seed for sowing",Saskatchewan,The world,N/A,172984,354751,Weight in kilograms
2015-01-01,1008.30.00 - Canary seeds,Saskatchewan,The world,N/A,107768920,132224062,Weight in kilograms
2013-01-01,1008.50.00 - Quinoa,Saskatchewan,The world,N/A,15783,11112,Weight in kilograms
