Period,Commodity,Province,Country,State,Value ($),Quantity,Unit of measure
2020-01-01,"0707.00.10 - Cucumbers and gherkins, greenhouse, fresh or chilled",Nova Scotia,The world,N/A,729,219,Weight in kilograms
2017-01-01,"0708.20.00 - Beans, shelled or unshelled, fresh or chilled",Nova Scotia,The world,N/A,69,50,Weight in kilograms
2018-01-01,"0708.20.00 - Beans, shelled or unshelled, fresh or chilled",Nova Scotia,The world,N/A,374,272,Weight in kilograms
2013-01-01,"0709.30.00 - Aubergines (egg-plants), fresh or chilled",Nova Scotia,The world,N/A,107,46,Weight in kilograms
2013-01-01,"0709.40.00 - Celery, other than celeriac, fresh or chilled",Nova Scotia,The world,N/A,59,67,Weight in kilograms
2018-01-01,"0709.40.00 - Celery, other than celeriac, fresh or chilled",Nova Scotia,The world,N/A,35,40,Weight in kilograms
2013-01-01,"0709.51.00 - Mushrooms of the genus Agaricus, fresh or chilled",Nova Scotia,The world,N/A,173,25,Weight in kilograms
2019-01-01,"0709.51.00 - Mushrooms of the genus Agaricus, fresh or chilled",Nova Scotia,The world,N/A,4481,325,Weight in kilograms
2017-01-01,"0709.59.00 - Mushrooms, o/t genus Agaricus, fresh or chilled, nes",Nova Scotia,The world,N/A,15,1,Weight in kilograms
2014-01-01,"0709.60.90 - Peppers of the genus Capsicum/of the genus Pimenta,o/t greenhouse,fr/chilled,nes",Nova Scotia,The world,N/A,425,151,Weight in kilograms
2020-01-01,"0709.60.90 - Peppers of the genus Capsicum/of the genus Pimenta,o/t greenhouse,fr/chilled,nes",Nova Scotia,The world,N/A,1109,410,Weight in kilograms
2021-01-01,"0709.60.90 - Peppers of the genus Capsicum/of the genus Pimenta,o/t greenhouse,fr/chilled,nes",Nova Scotia,The world,N/A,631,232,Weight in kilograms
2019-01-01,"0709.70.00 - Spinach, N-Z spinach and orache spinach (garden spinach), fresh or chilled",Nova Scotia,The world,N/A,31,10,Weight in kilograms
2020-01-01,"0709.93.00 - Pumpkins, squash and gourds, fresh or chilled",Nova Scotia,The world,N/A,1011,570,Weight in kilograms
2014-01-01,"0710.10.00 - Potatoes, frozen, uncooked/steamed/boiled in water",Nova Scotia,The world,N/A,98269,68404,Weight in kilograms
2015-01-01,"0710.10.00 - Potatoes, frozen, uncooked/steamed/boiled in water",Nova Scotia,The world,N/A,55867,37234,Weight in kilograms
2017-01-01,"0710.10.00 - Potatoes, frozen, uncooked/steamed/boiled in water",Nova Scotia,The world,N/A,28728,18534,Weight in kilograms
2014-01-01,"0710.80.00 - Vegetables, frozen nes",Nova Scotia,The world,N/A,13083650,15560614,Weight in kilograms
2015-01-01,"0710.80.00 - Vegetables, frozen nes",Nova Scotia,The world,N/A,18375535,20974832,Weight in kilograms
2017-01-01,"0713.10.10 - Pea seeds, of a kind used for sowing, dried, shelled",Nova Scotia,The world,N/A,11824,30000,Weight in kilograms
2012-01-01,"0713.33.92 - Red kidney beans, dark, dried, shelled, whether or not skinned or split, nes (Terminated 2016-12)",Nova Scotia,The world,N/A,75,56,Weight in kilograms
2016-01-01,"0714.40.00 - Taro, fresh/chilled/frozen/dried,whether or not sliced or in the form of pellets",Nova Scotia,The world,N/A,33,47,Weight in kilograms
2013-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",New Brunswick,The world,N/A,31800130,71776,Weight in metric tonne
2014-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",New Brunswick,The world,N/A,36035928,70149,Weight in metric tonne
2020-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",New Brunswick,The world,N/A,70873982,93031,Weight in metric tonne
2013-01-01,"0702.00.10 - Tomatoes, greenhouse, fresh or chilled (Terminated 2016-12)",New Brunswick,The world,N/A,1134,356,Weight in kilograms
2015-01-01,"0702.00.10 - Tomatoes, greenhouse, fresh or chilled (Terminated 2016-12)",New Brunswick,The world,N/A,2770,812,Weight in kilograms
2017-01-01,"0702.00.19 - Tomatoes, certified organic, o/t greenhouse, fresh or chilled",New Brunswick,The world,N/A,2953,1047,Weight in kilograms
2018-01-01,"0702.00.19 - Tomatoes, certified organic, o/t greenhouse, fresh or chilled",New Brunswick,The world,N/A,6533,2732,Weight in kilograms
2015-01-01,"0702.00.90 - Tomatoes, other than greenhouse, fresh or chilled, nes",New Brunswick,The world,N/A,312,90,Weight in kilograms
2016-01-01,"0703.90.00 - Leeks and other alliaceous vegetables, fresh or chilled",New Brunswick,The world,N/A,414,301,Weight in kilograms
2013-01-01,"0704.10.00 - Cauliflowers and headed broccoli, fresh or chilled",New Brunswick,The world,N/A,321649,290911,Weight in kilograms
2012-01-01,"0704.90.00 - Cabbages, kohlrabi, kale and sim edible brassicas nes, fresh or chilled",New Brunswick,The world,N/A,250399,484433,Weight in kilograms
2012-01-01,"0706.10.10 - Carrots, fresh or chilled",New Brunswick,The world,N/A,290777,337872,Weight in kilograms
2013-01-01,"0706.10.10 - Carrots, fresh or chilled",New Brunswick,The world,N/A,20517,20129,Weight in kilograms
2015-01-01,"0706.10.10 - Carrots, fresh or chilled",New Brunswick,The world,N/A,67011,83110,Weight in kilograms
2012-01-01,"0706.10.20 - Turnips, fresh or chilled",New Brunswick,The world,N/A,11193,30799,Weight in kilograms
2013-01-01,"0706.10.20 - Turnips, fresh or chilled",New Brunswick,The world,N/A,3279,11340,Weight in kilograms
2021-01-01,"0706.10.20 - Turnips, fresh or chilled",New Brunswick,The world,N/A,2049,4551,Weight in kilograms
2011-01-01,"0706.90.00 - Salad beetroot,salsify,celeriac,radishes & sim edible roots,fresh or chilled nes",New Brunswick,The world,N/A,20497,27284,Weight in kilograms
2013-01-01,"0706.90.00 - Salad beetroot,salsify,celeriac,radishes & sim edible roots,fresh or chilled nes",New Brunswick,The world,N/A,292,436,Weight in kilograms
2021-01-01,"0706.90.00 - Salad beetroot,salsify,celeriac,radishes & sim edible roots,fresh or chilled nes",New Brunswick,The world,N/A,300,446,Weight in kilograms
2016-01-01,"0707.00.10 - Cucumbers and gherkins, greenhouse, fresh or chilled",New Brunswick,The world,N/A,324,105,Weight in kilograms
2018-01-01,"0707.00.10 - Cucumbers and gherkins, greenhouse, fresh or chilled",New Brunswick,The world,N/A,658,242,Weight in kilograms
2021-01-01,"0707.00.10 - Cucumbers and gherkins, greenhouse, fresh or chilled",New Brunswick,The world,N/A,2018,775,Weight in kilograms
2016-01-01,"0709.40.00 - Celery, other than celeriac, fresh or chilled",New Brunswick,The world,N/A,115,131,Weight in kilograms
2015-01-01,"0709.60.10 - Peppers of the genus Capsicum or of the genus Pimenta,greenhouse,fresh/chilled",New Brunswick,The world,N/A,317,86,Weight in kilograms
2019-01-01,"0709.60.10 - Peppers of the genus Capsicum or of the genus Pimenta,greenhouse,fresh/chilled",New Brunswick,The world,N/A,4926,1033,Weight in kilograms
2021-01-01,"0709.70.00 - Spinach, N-Z spinach and orache spinach (garden spinach), fresh or chilled",New Brunswick,The world,N/A,149,56,Weight in kilograms
2018-01-01,"0709.91.00 - Globe artichokes, fresh or chilled",New Brunswick,The world,N/A,46,35,Weight in kilograms
2017-01-01,"0709.99.00 - Vegetables, fresh or chilled, nes",New Brunswick,The world,N/A,54871,58548,Weight in kilograms
2016-01-01,"0710.10.00 - Potatoes, frozen, uncooked/steamed/boiled in water",New Brunswick,The world,N/A,82691,58029,Weight in kilograms
2011-01-01,"0710.80.00 - Vegetables, frozen nes",New Brunswick,The world,N/A,329582,18284,Weight in kilograms
2012-01-01,"0710.80.00 - Vegetables, frozen nes",New Brunswick,The world,N/A,117727,9933,Weight in kilograms
2015-01-01,"0710.80.00 - Vegetables, frozen nes",New Brunswick,The world,N/A,63574,59344,Weight in kilograms
2019-01-01,"0710.90.00 - Mixtures of vegetables, frozen, uncooked/steamed/boiled in water",New Brunswick,The world,N/A,1533,1293,Weight in kilograms
2014-01-01,"0711.90.00 - Vegetables,nes,& mixtures,provisionally presvd but not for immediate consumption",New Brunswick,The world,N/A,1202,1260,Weight in kilograms
2014-01-01,"0712.90.00 - Vegetables and mixtures dried, but not further prepared nes",New Brunswick,The world,N/A,147,72,Weight in kilograms
2018-01-01,"0712.90.00 - Vegetables and mixtures dried, but not further prepared nes",New Brunswick,The world,N/A,10159,363,Weight in kilograms
2018-01-01,"0713.10.95 - Peas, yellow, nes, dried, shelled, w/n skinned",New Brunswick,The world,N/A,175540,470000,Weight in kilograms
2015-01-01,"0713.10.10 - Pea seeds, of a kind used for sowing, dried, shelled",New Brunswick,The world,N/A,4794,1253,Weight in kilograms
2011-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Quebec,The world,N/A,19078979,44073,Weight in metric tonne
2020-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Quebec,The world,N/A,45986052,56846,Weight in metric tonne
2018-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Quebec,The world,N/A,31455817,44268,Weight in metric tonne
2011-01-01,"0702.00.10 - Tomatoes, greenhouse, fresh or chilled (Terminated 2016-12)",Quebec,The world,N/A,1644561,501189,Weight in kilograms
2012-01-01,"0702.00.10 - Tomatoes, greenhouse, fresh or chilled (Terminated 2016-12)",Quebec,The world,N/A,1987986,780336,Weight in kilograms
2016-01-01,"0702.00.10 - Tomatoes, greenhouse, fresh or chilled (Terminated 2016-12)",Quebec,The world,N/A,2330386,721954,Weight in kilograms
2017-01-01,"0702.00.80 - Tomatoes, o/t certified organic, greenhouse, fresh or chilled",Quebec,The world,N/A,2778789,903970,Weight in kilograms
2014-01-01,"0702.00.90 - Tomatoes, other than greenhouse, fresh or chilled, nes",Quebec,The world,N/A,709336,379923,Weight in kilograms
2017-01-01,"0703.10.00 - Onions and shallots, fresh or chilled",Quebec,The world,N/A,30158768,40779424,Weight in kilograms
2018-01-01,"0703.10.00 - Onions and shallots, fresh or chilled",Quebec,The world,N/A,33677957,40918172,Weight in kilograms
2020-01-01,"0703.20.00 - Garlic, fresh or chilled",Quebec,The world,N/A,156015,22587,Weight in kilograms
2018-01-01,"0703.90.00 - Leeks and other alliaceous vegetables, fresh or chilled",Quebec,The world,N/A,1800165,643457,Weight in kilograms
2019-01-01,"0703.90.00 - Leeks and other alliaceous vegetables, fresh or chilled",Quebec,The world,N/A,1810064,655247,Weight in kilograms
2012-01-01,"0704.10.00 - Cauliflowers and headed broccoli, fresh or chilled",Quebec,The world,N/A,2586206,3116539,Weight in kilograms
2020-01-01,"0704.10.00 - Cauliflowers and headed broccoli, fresh or chilled",Quebec,The world,N/A,7526754,4879493,Weight in kilograms
2015-01-01,"0704.90.00 - Cabbages, kohlrabi, kale and sim edible brassicas nes, fresh or chilled",Quebec,The world,N/A,29120299,37811387,Weight in kilograms
2016-01-01,"0704.90.00 - Cabbages, kohlrabi, kale and sim edible brassicas nes, fresh or chilled",Quebec,The world,N/A,32415814,43994849,Weight in kilograms
2017-01-01,"0705.11.00 - Cabbage lettuce (head lettuce), fresh or chilled",Quebec,The world,N/A,22261962,17993595,Weight in kilograms
2018-01-01,"0705.11.00 - Cabbage lettuce (head lettuce), fresh or chilled",Quebec,The world,N/A,26715082,19793323,Weight in kilograms
2013-01-01,"0705.19.00 - Lettuce, fresh or chilled nes",Quebec,The world,N/A,15401822,15175506,Weight in kilograms
2019-01-01,"0705.21.00 - Witloof chicory, fresh or chilled",Quebec,The world,N/A,71717,37923,Weight in kilograms
2013-01-01,"0706.10.10 - Carrots, fresh or chilled",Quebec,The world,N/A,13082207,27665673,Weight in kilograms
2014-01-01,"0706.10.20 - Turnips, fresh or chilled",Quebec,The world,N/A,96174,154993,Weight in kilograms
2015-01-01,"0706.90.00 - Salad beetroot,salsify,celeriac,radishes & sim edible roots,fresh or chilled nes",Quebec,The world,N/A,7937375,8193063,Weight in kilograms
2016-01-01,"0706.90.00 - Salad beetroot,salsify,celeriac,radishes & sim edible roots,fresh or chilled nes",Quebec,The world,N/A,8319771,8724436,Weight in kilograms
2017-01-01,"0706.90.00 - Salad beetroot,salsify,celeriac,radishes & sim edible roots,fresh or chilled nes",Quebec,The world,N/A,9740958,9288118,Weight in kilograms
2014-01-01,"0707.00.10 - Cucumbers and gherkins, greenhouse, fresh or chilled",Quebec,The world,N/A,1550472,1741947,Weight in kilograms
2020-01-01,"0707.00.10 - Cucumbers and gherkins, greenhouse, fresh or chilled",Quebec,The world,N/A,8051455,2364373,Weight in kilograms
2021-01-01,"0707.00.10 - Cucumbers and gherkins, greenhouse, fresh or chilled",Quebec,The world,N/A,6747829,2654512,Weight in kilograms
2019-01-01,"0707.00.90 - Cucumbers and gherkins, other than greenhouse, fresh or chilled, nes",Quebec,The world,N/A,5156037,2832497,Weight in kilograms
2021-01-01,"0707.00.90 - Cucumbers and gherkins, other than greenhouse, fresh or chilled, nes",Quebec,The world,N/A,1083126,883461,Weight in kilograms
2011-01-01,"0708.10.00 - Peas, shelled or unshelled, fresh or chilled",Quebec,The world,N/A,47714,99792,Weight in kilograms
2013-01-01,"0708.20.00 - Beans, shelled or unshelled, fresh or chilled",Quebec,The world,N/A,1034293,654943,Weight in kilograms
2018-01-01,"0708.90.00 - Leguminous vegetables, shelled or unshelled, fresh or chilled, nes",Quebec,The world,N/A,37598,22817,Weight in kilograms
2014-01-01,"0709.20.00 - Asparagus, fresh or chilled",Quebec,The world,N/A,203290,44524,Weight in kilograms
2013-01-01,"0709.30.00 - Aubergines (egg-plants), fresh or chilled",Quebec,The world,N/A,15224,14062,Weight in kilograms
2019-01-01,"0709.30.00 - Aubergines (egg-plants), fresh or chilled",Quebec,The world,N/A,77124,58965,Weight in kilograms
2012-01-01,"0709.40.00 - Celery, other than celeriac, fresh or chilled",Quebec,The world,N/A,1377877,2204270,Weight in kilograms
2018-01-01,"0709.40.00 - Celery, other than celeriac, fresh or chilled",Quebec,The world,N/A,2516855,3256899,Weight in kilograms
2014-01-01,"0709.59.00 - Mushrooms, o/t genus Agaricus, fresh or chilled, nes",Quebec,The world,N/A,70783,3274,Weight in kilograms
2012-01-01,"0709.60.90 - Peppers of the genus Capsicum/of the genus Pimenta,o/t greenhouse,fr/chilled,nes",Quebec,The world,N/A,5017123,6306076,Weight in kilograms
2014-01-01,"0709.70.00 - Spinach, N-Z spinach and orache spinach (garden spinach), fresh or chilled",Quebec,The world,N/A,4708682,1585288,Weight in kilograms
2016-01-01,"0709.99.00 - Vegetables, fresh or chilled, nes",Quebec,The world,N/A,7176474,3623017,Weight in kilograms
2018-01-01,"0710.10.00 - Potatoes, frozen, uncooked/steamed/boiled in water",Quebec,The world,N/A,312277,418198,Weight in kilograms
2019-01-01,"0710.21.00 - Peas, frozen, uncooked/steamed/boiled in water",Quebec,The world,N/A,11437989,5421544,Weight in kilograms
2020-01-01,"0710.22.10 - Beans, green or waxed, frozen",Quebec,The world,N/A,5775060,3099506,Weight in kilograms
2013-01-01,"0710.40.00 - Sweet corn, frozen, uncooked/steamed/boiled in water",Quebec,The world,N/A,9070350,7336325,Weight in kilograms
2015-01-01,"0710.40.00 - Sweet corn, frozen, uncooked/steamed/boiled in water",Quebec,The world,N/A,13990343,9669501,Weight in kilograms
2014-01-01,0710.29.00 - Leguminous vegetables frozen nes,Quebec,The world,N/A,9246,5647,Weight in kilograms
2012-01-01,"0710.80.00 - Vegetables, frozen nes",Quebec,The world,N/A,8299787,8449503,Weight in kilograms
2021-01-01,"0710.80.00 - Vegetables, frozen nes",Quebec,The world,N/A,2187151,1478909,Weight in kilograms
2014-01-01,"0710.90.00 - Mixtures of vegetables, frozen, uncooked/steamed/boiled in water",Quebec,The world,N/A,17301228,11239012,Weight in kilograms
2021-01-01,"0710.90.00 - Mixtures of vegetables, frozen, uncooked/steamed/boiled in water",Quebec,The world,N/A,9332146,5281936,Weight in kilograms
2015-01-01,"0711.20.00 - Olives, provisionally preserved but not suitable for immediate consumption",Quebec,The world,N/A,1412,826,Weight in kilograms
2017-01-01,"0711.40.00 - Cucumbers & gherkins provisionally presvd, but not for immediate consumption",Quebec,The world,N/A,115791,98725,Weight in kilograms
2012-01-01,0712.20.00 - Onions dried but not further prepared,Quebec,The world,N/A,221798,155855,Weight in kilograms
2013-01-01,"0712.90.00 - Vegetables and mixtures dried, but not further prepared nes",Quebec,The world,N/A,149346,71839,Weight in kilograms
2015-01-01,"0713.20.10 - Chickpea seeds, of a kind used for sowing, dried, shelled",Quebec,The world,N/A,95995,109494,Weight in kilograms
2014-01-01,"0713.20.99 - Chickpeas, dried, shelled, whether or not skinned or split, nes",Quebec,The world,N/A,199714,138143,Weight in kilograms
2013-01-01,"0713.33.11 - Navy and white pea bean seeds, of a kind for sowing, dried, shelled (Terminated 2016-12)",Quebec,The world,N/A,49994,53176,Weight in kilograms
2018-01-01,"0713.33.30 - Dark red kidney beans, dried, shelled, w/n skinned/split, nes",Quebec,The world,N/A,534503,452680,Weight in kilograms
2016-01-01,"0713.33.91 - Navy and white pea beans, dried, shelled, whether or not skinned or split, nes (Terminated 2016-12)",Quebec,The world,N/A,765212,617200,Weight in kilograms
2011-01-01,"0713.33.92 - Red kidney beans, dark, dried, shelled, whether or not skinned or split, nes (Terminated 2016-12)",Quebec,The world,N/A,14047,9791,Weight in kilograms
2015-01-01,"0713.33.93 - Red kidney beans, light, dried, shelled, whether or not skinned or split, nes (Terminated 2016-12)",Quebec,The world,N/A,279706,144546,Weight in kilograms
2013-01-01,"0713.33.99 - Kidney beans, nes, dried, shelled, whether or not skinned or split (Terminated 2016-12)",Quebec,The world,N/A,3684960,2193473,Weight in kilograms
2013-01-01,"0713.39.10 - Bean seeds, nes, of a kind used for sowing, dried, shelled",Quebec,The world,N/A,256179,191047,Weight in kilograms
2017-01-01,"0713.39.10 - Bean seeds, nes, of a kind used for sowing, dried, shelled",Quebec,The world,N/A,108330,70268,Weight in kilograms
2011-01-01,"0713.39.91 - Pinto beans, dried, shelled, whether or not skinned or split",Quebec,The world,N/A,2845445,3130316,Weight in kilograms
2015-01-01,"0713.39.91 - Pinto beans, dried, shelled, whether or not skinned or split",Quebec,The world,N/A,5496428,4924422,Weight in kilograms
2011-01-01,"0713.39.99 - Beans dried, shelled, whether or not skinned or split, nes",Quebec,The world,N/A,792042,706852,Weight in kilograms
2014-01-01,"0713.50.90 - Broad beans & horse beans, o/t seed, dried,shelled, whether/not skinned or split",Quebec,The world,N/A,69107,68516,Weight in kilograms
2017-01-01,"0713.50.90 - Broad beans & horse beans, o/t seed, dried,shelled, whether/not skinned or split",Quebec,The world,N/A,115280,439510,Weight in kilograms
2016-01-01,"0713.90.90 - Leguminous vegetables, o/t seeds for sowing, dried,shelled,w/n skinned/split,nes (Terminated 2016-12)",Quebec,The world,N/A,403411,459318,Weight in kilograms
2021-01-01,"0713.90.00 - Leguminous vegetables, dried, shelled, whether or not skinned or split, nes",Quebec,The world,N/A,208228,118244,Weight in kilograms
2017-01-01,"0714.20.00 - Sweet potatoes, fresh, chilled, frozen or dried",Quebec,The world,N/A,19441406,27840667,Weight in kilograms
2018-01-01,"0714.20.00 - Sweet potatoes, fresh, chilled, frozen or dried",Quebec,The world,N/A,24399080,34597727,Weight in kilograms
2017-01-01,"0714.90.00 - Arrowroot,salep,sim roots & tubers,nes,fr/chd/fz/dr,w/n sliced/pellets;sago pith",Quebec,The world,N/A,325278,47069,Weight in kilograms
2020-01-01,"0714.90.00 - Arrowroot,salep,sim roots & tubers,nes,fr/chd/fz/dr,w/n sliced/pellets;sago pith",Quebec,The world,N/A,210756,51037,Weight in kilograms
2012-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Ontario,The world,N/A,12868192,45322,Weight in metric tonne
2013-01-01,"0701.10.00 - Potatoes seed, fresh or chilled",Ontario,The world,N/A,1099555,1926,Weight in metric tonne
2013-01-01,"0701.90.00 - Potatoes, fresh or chilled nes",Ontario,The world,N/A,18183282,58064,Weight in metric tonne
2012-01-01,"0702.00.10 - Tomatoes, greenhouse, fresh or chilled (Terminated 2016-12)",Ontario,The world,N/A,205105410,99869807,Weight in kilograms
2013-01-01,"0702.00.10 - Tomatoes, greenhouse, fresh or chilled (Terminated 2016-12)",Ontario,The world,N/A,249487472,95483053,Weight in kilograms
2014-01-01,"0702.00.10 - Tomatoes, greenhouse, fresh or chilled (Terminated 2016-12)",Ontario,The world,N/A,232934995,105282892,Weight in kilograms
2016-01-01,"0702.00.10 - Tomatoes, greenhouse, fresh or chilled (Terminated 2016-12)",Ontario,The world,N/A,277598496,116723526,Weight in kilograms
2017-01-01,"0702.00.11 - Tomatoes, certified organic, greenhouse, fresh or chilled",Ontario,The world,N/A,1963241,659901,Weight in kilograms
2020-01-01,"0702.00.80 - Tomatoes, o/t certified organic, greenhouse, fresh or chilled",Ontario,The world,N/A,435563452,124318042,Weight in kilograms
2011-01-01,"0702.00.90 - Tomatoes, other than greenhouse, fresh or chilled, nes",Ontario,The world,N/A,5963946,5176497,Weight in kilograms
2015-01-01,"0702.00.90 - Tomatoes, other than greenhouse, fresh or chilled, nes",Ontario,The world,N/A,13156591,9455474,Weight in kilograms
2012-01-01,"0703.10.00 - Onions and shallots, fresh or chilled",Ontario,The world,N/A,7063841,11437741,Weight in kilograms
2020-01-01,"0703.10.00 - Onions and shallots, fresh or chilled",Ontario,The world,N/A,18343847,17204761,Weight in kilograms
2011-01-01,"0703.20.00 - Garlic, fresh or chilled",Ontario,The world,N/A,494763,147107,Weight in kilograms
2012-01-01,"0703.20.00 - Garlic, fresh or chilled",Ontario,The world,N/A,362435,210118,Weight in kilograms
2017-01-01,"0703.20.00 - Garlic, fresh or chilled",Ontario,The world,N/A,737624,225415,Weight in kilograms
2011-01-01,"0704.90.00 - Cabbages, kohlrabi, kale and sim edible brassicas nes, fresh or chilled",Ontario,The world,N/A,13042159,23581312,Weight in kilograms
2018-01-01,"0705.11.00 - Cabbage lettuce (head lettuce), fresh or chilled",Ontario,The world,N/A,3667853,1428212,Weight in kilograms
2020-01-01,"0705.11.00 - Cabbage lettuce (head lettuce), fresh or chilled",Ontario,The world,N/A,5136208,1522378,Weight in kilograms
2020-01-01,"0705.29.00 - Chicory, fresh or chilled, nes",Ontario,The world,N/A,3155,1964,Weight in kilograms
2015-01-01,"0706.10.10 - Carrots, fresh or chilled",Ontario,The world,N/A,42027818,59795992,Weight in kilograms
2015-01-01,"0706.10.20 - Turnips, fresh or chilled",Ontario,The world,N/A,64798,149416,Weight in kilograms
2016-01-01,"0706.10.20 - Turnips, fresh or chilled",Ontario,The world,N/A,336179,978284,Weight in kilograms
2011-01-01,"0706.90.00 - Salad beetroot,salsify,celeriac,radishes & sim edible roots,fresh or chilled nes",Ontario,The world,N/A,3113881,4282766,Weight in kilograms
2012-01-01,"0706.90.00 - Salad beetroot,salsify,celeriac,radishes & sim edible roots,fresh or chilled nes",Ontario,The world,N/A,2406097,3438621,Weight in kilograms
2014-01-01,"0706.90.00 - Salad beetroot,salsify,celeriac,radishes & sim edible roots,fresh or chilled nes",Ontario,The world,N/A,3653820,4136813,Weight in kilograms
