Period,Commodity,Province,Country,State,Value ($),Quantity,Unit of measure
2016-01-01,"1008.90.90 - Cereals, nes",Ontario,The world,N/A,2220663,265542,Weight in kilograms
2021-01-01,"1001.11.00 - Durum wheat, seed for sowing",Manitoba,The world,N/A,9027,35,Weight in metric tonne
2021-01-01,"1001.19.10 - Durum wheat, certified organic, o/t seed for sowing",Manitoba,The world,N/A,62706,90,Weight in metric tonne
2020-01-01,"1001.19.90 - Durum wheat, o/t certified organic, o/t seed for sowing",Manitoba,The world,N/A,10133076,28552,Weight in metric tonne
2016-01-01,"1001.91.00 - Wheat and meslin, other than durum wheat, seed for sowing, nes",Manitoba,The world,N/A,2532174,7369,Weight in metric tonne
2016-01-01,"1001.99.11 - Red spring wheat, grade 1, other than seed for sowing (Terminated 2016-12)",Manitoba,The world,N/A,136505074,460677,Weight in metric tonne
2015-01-01,"1001.99.13 - Red spring wheat, grade 3, other than seed for sowing (Terminated 2016-12)",Manitoba,The world,N/A,66528516,216902,Weight in metric tonne
2021-01-01,"1001.99.21 - Red spring wheat, certified organic, o/t seed for sowing",Manitoba,The world,N/A,2941132,7233,Weight in metric tonne
2017-01-01,"1001.99.29 - Wheat & meslin, certified organic,o/t red spring/durum wheat,o/t seed for sowing",Manitoba,The world,N/A,259498,346,Weight in metric tonne
2019-01-01,"1001.99.29 - Wheat & meslin, certified organic,o/t red spring/durum wheat,o/t seed for sowing",Manitoba,The world,N/A,16169,37,Weight in metric tonne
2020-01-01,"1001.99.29 - Wheat & meslin, certified organic,o/t red spring/durum wheat,o/t seed for sowing",Manitoba,The world,N/A,313075,880,Weight in metric tonne
2017-01-01,"1001.99.31 - Red spring wheat, o/t certified organic, grade 1, o/t seed for sowing",Manitoba,The world,N/A,180056442,530228,Weight in metric tonne
2017-01-01,"1001.99.39 - Red spring wheat, o/t certified organic, nes, o/t seed for sowing",Manitoba,The world,N/A,5300534,15493,Weight in metric tonne
2020-01-01,"1001.99.39 - Red spring wheat, o/t certified organic, nes, o/t seed for sowing",Manitoba,The world,N/A,10352880,29348,Weight in metric tonne
2018-01-01,"1001.99.70 - Western red winter wheat, o/t certified organic, o/t seed for sowing",Manitoba,The world,N/A,10859873,34032,Weight in metric tonne
2018-01-01,"1001.99.90 - Wheat, nes and meslin, o/t certified organic, o/t seed for sowing, nes",Manitoba,The world,N/A,103340184,372058,Weight in metric tonne
2016-01-01,"1002.90.00 - Rye, other than seed for sowing",Manitoba,The world,N/A,10343968,32937,Weight in metric tonne
2011-01-01,"1002.00.90 - Rye, except seed (Terminated 2011-12)",Manitoba,The world,N/A,11502894,43800,Weight in metric tonne
2014-01-01,"1003.10.00 - Barley, seed for sowing",Manitoba,The world,N/A,406775,1110,Weight in metric tonne
2016-01-01,"1003.10.00 - Barley, seed for sowing",Manitoba,The world,N/A,447076,979,Weight in metric tonne
2011-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",Manitoba,The world,N/A,37137900,126578,Weight in metric tonne
2020-01-01,"1004.10.00 - Oats, seed for sowing",Manitoba,The world,N/A,2821179,4984758,Weight in kilograms
2017-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Manitoba,The world,N/A,2160388,5489562,Weight in kilograms
2018-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Manitoba,The world,N/A,117033528,416049943,Weight in kilograms
2013-01-01,1005.10.10 - Yellow dent corn seed,Manitoba,The world,N/A,56737,37304,Weight in kilograms
2011-01-01,"1005.10.90 - Maize (corn) seed, o/t yellow dent, nes",Manitoba,The world,N/A,5345,730,Weight in kilograms
2017-01-01,"1005.90.90 - Corn (maize), o/t certified organic, o/t seed for sowing",Manitoba,The world,N/A,4768,5443,Weight in kilograms
2015-01-01,1005.90.00 - Maize (corn) nes (Terminated 2016-12),Manitoba,The world,N/A,381927,1654517,Weight in kilograms
2016-01-01,1005.90.00 - Maize (corn) nes (Terminated 2016-12),Manitoba,The world,N/A,3581,4536,Weight in kilograms
2015-01-01,"1006.30.00 - Rice, semi-milled or wholly milled, whether or not polished or glazed",Manitoba,The world,N/A,9540,26442,Weight in kilograms
2014-01-01,"1007.10.00 - Grain sorghum, seed for sowing",Manitoba,The world,N/A,27093,83848,Weight in kilograms
2011-01-01,1007.00.00 - Grain sorghum (Terminated 2011-12),Manitoba,The world,N/A,11744,17010,Weight in kilograms
2017-01-01,1008.10.00 - Buckwheat,Manitoba,The world,N/A,2299328,2018396,Weight in kilograms
2016-01-01,"1008.21.00 - Millet, seed for sowing",Manitoba,The world,N/A,400024,772842,Weight in kilograms
2015-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Manitoba,The world,N/A,333812,584673,Weight in kilograms
2012-01-01,1008.30.00 - Canary seeds,Manitoba,The world,N/A,9062991,11970159,Weight in kilograms
2020-01-01,1008.30.00 - Canary seeds,Manitoba,The world,N/A,4893571,5699121,Weight in kilograms
2019-01-01,1008.60.00 - Triticale,Manitoba,The world,N/A,1400358,2449446,Weight in kilograms
2015-01-01,1008.90.10 - Wild rice,Manitoba,The world,N/A,579887,51135,Weight in kilograms
2019-01-01,1008.90.10 - Wild rice,Manitoba,The world,N/A,909109,87753,Weight in kilograms
2012-01-01,"1008.90.90 - Cereals, nes",Manitoba,The world,N/A,1296424,3300554,Weight in kilograms
2017-01-01,"1008.90.90 - Cereals, nes",Manitoba,The world,N/A,25432,77067,Weight in kilograms
2018-01-01,"1001.19.90 - Durum wheat, o/t certified organic, o/t seed for sowing",Saskatchewan,The world,N/A,1177034532,3442275,Weight in metric tonne
2013-01-01,1001.19.99 - Durum wheat (Terminated 2014-12),Saskatchewan,The world,N/A,1323945395,3583887,Weight in metric tonne
2015-01-01,"1001.91.00 - Wheat and meslin, other than durum wheat, seed for sowing, nes",Saskatchewan,The world,N/A,1435854,1642,Weight in metric tonne
2020-01-01,"1001.99.29 - Wheat & meslin, certified organic,o/t red spring/durum wheat,o/t seed for sowing",Saskatchewan,The world,N/A,670943,1885,Weight in metric tonne
2020-01-01,"1001.99.31 - Red spring wheat, o/t certified organic, grade 1, o/t seed for sowing",Saskatchewan,The world,N/A,455580067,1320343,Weight in metric tonne
2017-01-01,"1001.99.32 - Red spring wheat, o/t certified organic, grade 2, o/t seed for sowing",Saskatchewan,The world,N/A,1262443019,3891213,Weight in metric tonne
2019-01-01,"1001.99.32 - Red spring wheat, o/t certified organic, grade 2, o/t seed for sowing",Saskatchewan,The world,N/A,1593359476,5105430,Weight in metric tonne
2019-01-01,"1001.99.39 - Red spring wheat, o/t certified organic, nes, o/t seed for sowing",Saskatchewan,The world,N/A,32797226,100814,Weight in metric tonne
2020-01-01,"1001.99.39 - Red spring wheat, o/t certified organic, nes, o/t seed for sowing",Saskatchewan,The world,N/A,22186950,62909,Weight in metric tonne
2021-01-01,"1001.99.70 - Western red winter wheat, o/t certified organic, o/t seed for sowing",Saskatchewan,The world,N/A,19893493,52523,Weight in metric tonne
2017-01-01,"1001.99.90 - Wheat, nes and meslin, o/t certified organic, o/t seed for sowing, nes",Saskatchewan,The world,N/A,234384420,965433,Weight in metric tonne
2012-01-01,"1001.99.00 - Wheat and meslin, other than durum wheat, other than seed for sowing (Terminated 2014-12)",Saskatchewan,The world,N/A,2030029509,6075406,Weight in metric tonne
2014-01-01,"1001.99.00 - Wheat and meslin, other than durum wheat, other than seed for sowing (Terminated 2014-12)",Saskatchewan,The world,N/A,2211944817,7126619,Weight in metric tonne
2019-01-01,"1002.10.00 - Rye, seed for sowing",Saskatchewan,The world,N/A,14036938,32328,Weight in metric tonne
2014-01-01,"1002.90.00 - Rye, other than seed for sowing",Saskatchewan,The world,N/A,5283359,14404,Weight in metric tonne
2016-01-01,"1002.90.00 - Rye, other than seed for sowing",Saskatchewan,The world,N/A,6268548,19965,Weight in metric tonne
2013-01-01,"1003.90.00 - Barley, other than seed for sowing (Terminated 2016-12)",Saskatchewan,The world,N/A,171066354,536596,Weight in metric tonne
2016-01-01,"1004.10.00 - Oats, seed for sowing",Saskatchewan,The world,N/A,4136662,9342509,Weight in kilograms
2020-01-01,"1004.10.00 - Oats, seed for sowing",Saskatchewan,The world,N/A,7542928,13327632,Weight in kilograms
2019-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Saskatchewan,The world,N/A,311953397,1028771275,Weight in kilograms
2015-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",Saskatchewan,The world,N/A,326404945,1054941286,Weight in kilograms
2011-01-01,1005.10.10 - Yellow dent corn seed,Saskatchewan,The world,N/A,772132,1466729,Weight in kilograms
2011-01-01,1005.90.00 - Maize (corn) nes (Terminated 2016-12),Saskatchewan,The world,N/A,325,967,Weight in kilograms
2015-01-01,1005.90.00 - Maize (corn) nes (Terminated 2016-12),Saskatchewan,The world,N/A,4112197,19671703,Weight in kilograms
2016-01-01,"1006.30.00 - Rice, semi-milled or wholly milled, whether or not polished or glazed",Saskatchewan,The world,N/A,15723,2200,Weight in kilograms
2011-01-01,1008.10.00 - Buckwheat,Saskatchewan,The world,N/A,240759,390274,Weight in kilograms
2011-01-01,1008.20.00 - Millet (Terminated 2011-12),Saskatchewan,The world,N/A,432475,705655,Weight in kilograms
2012-01-01,"1008.21.00 - Millet, seed for sowing",Saskatchewan,The world,N/A,110052,231574,Weight in kilograms
2015-01-01,"1008.29.00 - Millet, other than seed for sowing, nes",Saskatchewan,The world,N/A,425583,697141,Weight in kilograms
2011-01-01,1008.30.00 - Canary seeds,Saskatchewan,The world,N/A,116125503,155942754,Weight in kilograms
2017-01-01,1008.50.00 - Quinoa,Saskatchewan,The world,N/A,2380950,2156916,Weight in kilograms
2016-01-01,1008.60.00 - Triticale,Saskatchewan,The world,N/A,298663,712631,Weight in kilograms
2015-01-01,1008.90.10 - Wild rice,Saskatchewan,The world,N/A,3834999,489501,Weight in kilograms
2019-01-01,1008.90.10 - Wild rice,Saskatchewan,The world,N/A,1505686,151549,Weight in kilograms
2014-01-01,"1008.90.90 - Cereals, nes",Saskatchewan,The world,N/A,496879,728325,Weight in kilograms
2011-01-01,"1001.10.00 - Wheat, durum (Terminated 2011-12)",Alberta,The world,N/A,156923747,427001,Weight in metric tonne
2012-01-01,1001.19.99 - Durum wheat (Terminated 2014-12),Alberta,The world,N/A,243855294,644021,Weight in metric tonne
2017-01-01,"1001.91.00 - Wheat and meslin, other than durum wheat, seed for sowing, nes",Alberta,The world,N/A,1492530,2253,Weight in metric tonne
2021-01-01,"1001.91.00 - Wheat and meslin, other than durum wheat, seed for sowing, nes",Alberta,The world,N/A,2579901,6412,Weight in metric tonne
2015-01-01,"1001.99.19 - Red spring wheat, nes, other than seed for sowing (Terminated 2016-12)",Alberta,The world,N/A,8303821,23289,Weight in metric tonne
2020-01-01,"1001.99.21 - Red spring wheat, certified organic, o/t seed for sowing",Alberta,The world,N/A,22727750,68483,Weight in metric tonne
2016-01-01,"1001.99.30 - Western red winter wheat, other than seed for sowing (Terminated 2016-12)",Alberta,The world,N/A,15421089,58800,Weight in metric tonne
2018-01-01,"1001.99.31 - Red spring wheat, o/t certified organic, grade 1, o/t seed for sowing",Alberta,The world,N/A,495706089,1474938,Weight in metric tonne
2018-01-01,"1001.99.70 - Western red winter wheat, o/t certified organic, o/t seed for sowing",Alberta,The world,N/A,19343621,60612,Weight in metric tonne
2018-01-01,"1001.99.90 - Wheat, nes and meslin, o/t certified organic, o/t seed for sowing, nes",Alberta,The world,N/A,184069720,662706,Weight in metric tonne
2019-01-01,"1001.99.90 - Wheat, nes and meslin, o/t certified organic, o/t seed for sowing, nes",Alberta,The world,N/A,213237845,751101,Weight in metric tonne
2020-01-01,"1002.90.00 - Rye, other than seed for sowing",Alberta,The world,N/A,4039702,12272,Weight in metric tonne
2011-01-01,"1002.00.90 - Rye, except seed (Terminated 2011-12)",Alberta,The world,N/A,8487654,32312,Weight in metric tonne
2017-01-01,"1003.90.90 - Barley, o/t certified organic, o/t seed for sowing",Alberta,The world,N/A,195259679,707563,Weight in metric tonne
2011-01-01,1003.00.10 - Barley seed (Terminated 2011-12),Alberta,The world,N/A,854269,2340,Weight in metric tonne
2011-01-01,1008.10.00 - Buckwheat,Alberta,The world,N/A,146557,166842,Weight in kilograms
2014-01-01,1008.30.00 - Canary seeds,Alberta,The world,N/A,217319,304159,Weight in kilograms
2020-01-01,1008.50.00 - Quinoa,Alberta,The world,N/A,399,1208,Weight in kilograms
2017-01-01,1008.60.00 - Triticale,Alberta,The world,N/A,158902,466684,Weight in kilograms
2013-01-01,"1008.90.90 - Cereals, nes",Alberta,The world,N/A,100,303,Weight in kilograms
2011-01-01,"1001.90.00 - Wheat, nes (Terminated 2011-12)",British Columbia,The world,N/A,11815855,34346,Weight in metric tonne
2016-01-01,"1001.99.11 - Red spring wheat, grade 1, other than seed for sowing (Terminated 2016-12)",British Columbia,The world,N/A,3074766,10374,Weight in metric tonne
2017-01-01,"1001.99.31 - Red spring wheat, o/t certified organic, grade 1, o/t seed for sowing",British Columbia,The world,N/A,4222273,12426,Weight in metric tonne
2018-01-01,"1001.99.31 - Red spring wheat, o/t certified organic, grade 1, o/t seed for sowing",British Columbia,The world,N/A,3716372,11047,Weight in metric tonne
2021-01-01,"1001.99.32 - Red spring wheat, o/t certified organic, grade 2, o/t seed for sowing",British Columbia,The world,N/A,11837081,33124,Weight in metric tonne
2018-01-01,"1001.99.33 - Red spring wheat, o/t certified organic, grade 3, o/t seed for sowing",British Columbia,The world,N/A,31631,89,Weight in metric tonne
2021-01-01,"1001.99.70 - Western red winter wheat, o/t certified organic, o/t seed for sowing",British Columbia,The world,N/A,166589,442,Weight in metric tonne
2017-01-01,"1003.90.10 - Barley, certified organic, o/t seed for sowing",British Columbia,The world,N/A,21439,40,Weight in metric tonne
2011-01-01,"1003.00.90 - Barley, except seed (Terminated 2011-12)",British Columbia,The world,N/A,1847657,6267,Weight in metric tonne
2019-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",British Columbia,The world,N/A,269430,610866,Weight in kilograms
2012-01-01,1005.90.00 - Maize (corn) nes (Terminated 2016-12),British Columbia,The world,N/A,2084,806,Weight in kilograms
2015-01-01,1005.90.00 - Maize (corn) nes (Terminated 2016-12),British Columbia,The world,N/A,214350,83735,Weight in kilograms
2021-01-01,1006.10.00 - Rice in the husk (paddy or rough),British Columbia,The world,N/A,54,144,Weight in kilograms
2017-01-01,"1006.20.00 - Rice, husked (brown)",British Columbia,The world,N/A,110087,331256,Weight in kilograms
2021-01-01,"1006.20.00 - Rice, husked (brown)",British Columbia,The world,N/A,3273,9993,Weight in kilograms
2015-01-01,"1006.40.00 - Rice, broken",British Columbia,The world,N/A,42,129,Weight in kilograms
2017-01-01,1008.10.00 - Buckwheat,British Columbia,The world,N/A,4380,2041,Weight in kilograms
2019-01-01,1008.10.00 - Buckwheat,British Columbia,The world,N/A,3031,6065,Weight in kilograms
2012-01-01,1008.30.00 - Canary seeds,British Columbia,The world,N/A,3081112,4140419,Weight in kilograms
2015-01-01,1008.30.00 - Canary seeds,British Columbia,The world,N/A,3321078,3834745,Weight in kilograms
2012-01-01,1008.60.00 - Triticale,British Columbia,The world,N/A,5057,7711,Weight in kilograms
2015-01-01,"1006.40.00 - Rice, broken",Newfoundland and Labrador,The world,N/A,1250,3846,Weight in kilograms
2021-01-01,"1008.90.90 - Cereals, nes",Newfoundland and Labrador,The world,N/A,15,45,Weight in kilograms
2012-01-01,1008.10.00 - Buckwheat,Prince Edward Island,The world,N/A,68396,122200,Weight in kilograms
2021-01-01,1008.90.10 - Wild rice,Prince Edward Island,The world,N/A,14112,1416,Weight in kilograms
2011-01-01,1005.10.10 - Yellow dent corn seed,Nova Scotia,The world,N/A,19,10,Weight in kilograms
2013-01-01,1005.10.10 - Yellow dent corn seed,Nova Scotia,The world,N/A,204,68,Weight in kilograms
2017-01-01,"1005.10.90 - Maize (corn) seed, o/t yellow dent, nes",Nova Scotia,The world,N/A,2050,1122,Weight in kilograms
2017-01-01,"1005.90.90 - Corn (maize), o/t certified organic, o/t seed for sowing",Nova Scotia,The world,N/A,337,825,Weight in kilograms
2016-01-01,"1006.20.00 - Rice, husked (brown)",Nova Scotia,The world,N/A,3004,9203,Weight in kilograms
2015-01-01,"1006.40.00 - Rice, broken",Nova Scotia,The world,N/A,105,323,Weight in kilograms
2013-01-01,1008.90.10 - Wild rice,Nova Scotia,The world,N/A,5449,730,Weight in kilograms
2013-01-01,1008.30.00 - Canary seeds,Nova Scotia,The world,N/A,16393,21546,Weight in kilograms
2015-01-01,1005.90.00 - Maize (corn) nes (Terminated 2016-12),New Brunswick,The world,N/A,336,1000,Weight in kilograms
2013-01-01,1008.90.10 - Wild rice,New Brunswick,The world,N/A,4331,530,Weight in kilograms
2014-01-01,1008.10.00 - Buckwheat,New Brunswick,The world,N/A,2448,1996,Weight in kilograms
2015-01-01,"1001.99.11 - Red spring wheat, grade 1, other than seed for sowing (Terminated 2016-12)",Quebec,The world,N/A,6293120,19968,Weight in metric tonne
2015-01-01,"1001.99.12 - Red spring wheat, grade 2, other than seed for sowing (Terminated 2016-12)",Quebec,The world,N/A,26493745,84812,Weight in metric tonne
2016-01-01,"1001.99.12 - Red spring wheat, grade 2, other than seed for sowing (Terminated 2016-12)",Quebec,The world,N/A,33651611,116242,Weight in metric tonne
2019-01-01,"1001.99.29 - Wheat & meslin, certified organic,o/t red spring/durum wheat,o/t seed for sowing",Quebec,The world,N/A,819,2,Weight in metric tonne
2020-01-01,"1001.99.29 - Wheat & meslin, certified organic,o/t red spring/durum wheat,o/t seed for sowing",Quebec,The world,N/A,16231,46,Weight in metric tonne
2017-01-01,"1001.99.31 - Red spring wheat, o/t certified organic, grade 1, o/t seed for sowing",Quebec,The world,N/A,11165561,32865,Weight in metric tonne
2019-01-01,"1001.99.31 - Red spring wheat, o/t certified organic, grade 1, o/t seed for sowing",Quebec,The world,N/A,9715112,29643,Weight in metric tonne
