"","Period","Commodity","Province","Country","State","Value....","Quantity","Unit.of.measure","Kilograms","Seeded.Area","Nitrogen.Applied"
"331","2016-01-01","1005.10.90 - Maize (corn) seed, o/t yellow dent, nes","Quebec","The world","N/A",146988,240811,"Weight in kilograms",240811,31.0226210786532,5273.84558337105
"334","2016-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",107857886,440540469,"Weight in kilograms",440540469,56752.889359702,9647991.19114933
"444","2016-01-01","1005.10.10 - Yellow dent corn seed","Quebec","The world","N/A",25283565,126822859,"Weight in kilograms",126822859,16338.030650047,2777465.21050799
"352","2011-01-01","1005.10.90 - Maize (corn) seed, o/t yellow dent, nes","Quebec","The world","N/A",3978,3157,"Weight in kilograms",3157,0.406702412868633,69.1394101876676
"354","2011-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",136959814,466529857,"Weight in kilograms",466529857,60100.987810313,10217167.9277532
"377","2011-01-01","1005.10.10 - Yellow dent corn seed","Quebec","The world","N/A",33839,77288,"Weight in kilograms",77288,9.95667281779882,1692.6343790258
"379","2019-01-01","1005.10.10 - Yellow dent corn seed","Quebec","The world","N/A",6694747,30415586,"Weight in kilograms",30415586,3918.30605480311,666112.029316528
"408","2019-01-01","1005.10.90 - Maize (corn) seed, o/t yellow dent, nes","Quebec","The world","N/A",52048,76278,"Weight in kilograms",76278,9.82655896382438,1670.51502385014
"446","2019-01-01","1005.90.10 - Corn (maize), certified organic, o/t seed for sowing","Quebec","The world","N/A",4425720,7776075,"Weight in kilograms",7776075,1001.75751192507,170298.777027262
"447","2019-01-01","1005.90.90 - Corn (maize), o/t certified organic, o/t seed for sowing","Quebec","The world","N/A",83190450,324826810,"Weight in kilograms",324826810,41846.0080428954,7113821.36729222
"411","2012-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",46308708,156088768,"Weight in kilograms",156088768,20108.2288778246,3418398.90923018
"465","1999-01-01","1005.10.10 - Yellow dent corn seed","Quebec","The world","N/A",74783,39219,"Weight in kilograms",39219,5.05241112774625,858.909891716862
"537","1999-01-01","1005.10.90 - Maize (corn) seed, o/t yellow dent, nes","Quebec","The world","N/A",829574,4039010,"Weight in kilograms",4039010,520.327878555761,88455.7393544793
"621","1999-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",84573178,561229058,"Weight in kilograms",561229058,72300.6690087392,12291113.7314857
"466","2003-01-01","1005.10.10 - Yellow dent corn seed","Quebec","The world","N/A",14641,17462,"Weight in kilograms",17462,2.24955259217994,382.423940670589
"677","2003-01-01","1005.10.90 - Maize (corn) seed, o/t yellow dent, nes","Quebec","The world","N/A",32186,23000,"Weight in kilograms",23000,2.96298875387347,503.70808815849
"681","2003-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",24158293,159996533,"Weight in kilograms",159996533,20611.6490407716,3503980.33693117
"467","2006-01-01","1005.10.10 - Yellow dent corn seed","Quebec","The world","N/A",115649,42270,"Weight in kilograms",42270,5.44545802722746,925.727864628669
"712","2006-01-01","1005.10.90 - Maize (corn) seed, o/t yellow dent, nes","Quebec","The world","N/A",1048588,400027,"Weight in kilograms",400027,51.5337174889454,8760.73197312071
"714","2006-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",27800859,202535305,"Weight in kilograms",202535305,26091.7317816232,4435594.40287594
"468","2000-01-01","1005.10.90 - Maize (corn) seed, o/t yellow dent, nes","Quebec","The world","N/A",1074806,5108430,"Weight in kilograms",5108430,658.096549563037,111876.413425716
"648","2000-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",28080920,174736907,"Weight in kilograms",174736907,22510.5865359841,3826799.7111173
"469","2008-01-01","1005.10.90 - Maize (corn) seed, o/t yellow dent, nes","Quebec","The world","N/A",2408915,10998936,"Weight in kilograms",10998936,1416.94450750322,240880.566275547
"544","2008-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",124346162,514826844,"Weight in kilograms",514826844,66322.8760419206,11274888.9271265
"572","2008-01-01","1005.10.10 - Yellow dent corn seed","Quebec","The world","N/A",3276,3397,"Weight in kilograms",3397,0.437620556387312,74.3954945858431
"470","1990-01-01","1005.10.00 - Maize (corn) seed (Terminated 1998-12)","Quebec","The world","N/A",506195,367679,"Weight in kilograms",367679,47.3664670450193,8052.29939765328
"541","1990-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",2478367,19970207,"Weight in kilograms",19970207,2572.67385884893,437354.556004317
"471","1993-01-01","1005.10.00 - Maize (corn) seed (Terminated 1998-12)","Quebec","The world","N/A",831287,245818,"Weight in kilograms",245818,31.6676508478117,5383.50064412799
"576","1993-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",9228872,73197967,"Weight in kilograms",73197967,9429.77187075659,1603061.21802862
"501","2007-01-01","1005.10.10 - Yellow dent corn seed","Quebec","The world","N/A",808,244,"Weight in kilograms",244,0.0314334459106577,5.34368580481181
"615","2007-01-01","1005.10.90 - Maize (corn) seed, o/t yellow dent, nes","Quebec","The world","N/A",1899155,4056353,"Weight in kilograms",4056353,522.562100901779,88835.5571533025
"649","2007-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",58218237,327333435,"Weight in kilograms",327333435,42168.9255074684,7168717.33626963
"502","2001-01-01","1005.10.90 - Maize (corn) seed, o/t yellow dent, nes","Quebec","The world","N/A",107350,148952,"Weight in kilograms",148952,19.1888304724766,3262.10118032102
"505","2001-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",20083361,125307903,"Weight in kilograms",125307903,16142.8655374116,2744287.14135998
"676","2001-01-01","1005.10.10 - Yellow dent corn seed","Quebec","The world","N/A",134253,209719,"Weight in kilograms",209719,27.0171755858083,4592.91984958741
"503","2010-01-01","1005.10.90 - Maize (corn) seed, o/t yellow dent, nes","Quebec","The world","N/A",1535,1247,"Weight in kilograms",1247,0.16064552069914,27.3097385188538
"650","2010-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",93629781,361156775,"Weight in kilograms",361156775,46526.2375091397,7909460.37655374
"504","1995-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",12203134,79230476,"Weight in kilograms",79230476,10206.9134500888,1735175.28651509
"619","1995-01-01","1005.10.00 - Maize (corn) seed (Terminated 1998-12)","Quebec","The world","N/A",326042,134171,"Weight in kilograms",134171,17.2846593085199,2938.39208244838
"506","2004-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",41075201,261790157,"Weight in kilograms",261790157,33725.2735245987,5733296.49918178
"573","2004-01-01","1005.10.90 - Maize (corn) seed, o/t yellow dent, nes","Quebec","The world","N/A",261481,109093,"Weight in kilograms",109093,14.0539709620139,2389.17506354236
"644","2004-01-01","1005.10.10 - Yellow dent corn seed","Quebec","The world","N/A",877476,5846557,"Weight in kilograms",5846557,753.186201733923,128041.654294767
"538","2002-01-01","1005.10.90 - Maize (corn) seed, o/t yellow dent, nes","Quebec","The world","N/A",68255,45706,"Weight in kilograms",45706,5.88810278193656,1000.97747292922
"613","2002-01-01","1005.10.10 - Yellow dent corn seed","Quebec","The world","N/A",11253,5889,"Weight in kilograms",5889,0.758653946589603,128.971170920233
"680","2002-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",24975099,151246401,"Weight in kilograms",151246401,19484.4080533408,3312349.36906793
"539","1998-01-01","1005.10.00 - Maize (corn) seed (Terminated 1998-12)","Quebec","The world","N/A",9496,26736,"Weight in kilograms",26736,3.44428118798092,585.527801956756
"543","1998-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",23074288,142740655,"Weight in kilograms",142740655,18388.6502385014,3126070.54054525
"540","1989-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",1946695,7127928,"Weight in kilograms",7127928,918.259587061732,156104.129800494
"617","1989-01-01","1005.10.00 - Maize (corn) seed (Terminated 1998-12)","Quebec","The world","N/A",31931,5670,"Weight in kilograms",5670,0.730441140628808,124.174993906897
"542","1991-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",6343862,54985823,"Weight in kilograms",54985823,7083.58152919467,1204208.85996309
"713","1991-01-01","1005.10.00 - Maize (corn) seed (Terminated 1998-12)","Quebec","The world","N/A",237140,75098,"Weight in kilograms",75098,9.67454475819087,1644.67260889245
"574","2005-01-01","1005.10.90 - Maize (corn) seed, o/t yellow dent, nes","Quebec","The world","N/A",610173,3196966,"Weight in kilograms",3196966,411.851056718081,70014.6796420737
"578","2005-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",28657348,224460133,"Weight in kilograms",224460133,28916.2108596497,4915755.84614045
"614","2005-01-01","1005.10.10 - Yellow dent corn seed","Quebec","The world","N/A",292849,925651,"Weight in kilograms",925651,119.247543609206,20272.082413565
"575","1992-01-01","1005.10.00 - Maize (corn) seed (Terminated 1998-12)","Quebec","The world","N/A",467468,111050,"Weight in kilograms",111050,14.3060826572891,2432.03405173915
"645","1992-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",15205057,115611633,"Weight in kilograms",115611633,14893.7377563455,2531935.41857874
"577","1997-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",23804307,136464425,"Weight in kilograms",136464425,17580.1111556004,2988618.89645207
"620","1997-01-01","1005.10.00 - Maize (corn) seed (Terminated 1998-12)","Quebec","The world","N/A",1575428,808333,"Weight in kilograms",808333,104.133982103687,17702.7769576268
"616","1988-01-01","1005.10.00 - Maize (corn) seed (Terminated 1998-12)","Quebec","The world","N/A",14094,19570,"Weight in kilograms",19570,2.52111695275234,428.589881967898
"679","1988-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",3893286,29388282,"Weight in kilograms",29388282,3785.96300268097,643613.710455764
"618","1994-01-01","1005.10.00 - Maize (corn) seed (Terminated 1998-12)","Quebec","The world","N/A",27233,59865,"Weight in kilograms",59865,7.71214442394067,1311.06455206991
"646","1994-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",11570031,74730044,"Weight in kilograms",74730044,9627.14260645521,1636614.24309739
"622","2009-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",38383092,147576828,"Weight in kilograms",147576828,19011.6731172313,3231984.42992932
"647","1996-01-01","1005.90.00 - Maize (corn) nes (Terminated 2016-12)","Quebec","The world","N/A",25115788,110265554,"Weight in kilograms",110265554,14205.0259322447,2414854.4084816
"678","1996-01-01","1005.10.00 - Maize (corn) seed (Terminated 1998-12)","Quebec","The world","N/A",2624710,1118882,"Weight in kilograms",1118882,144.140642735281,24503.9092649977
"1206","2013-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","Quebec","The world","N/A",46492,18372,"Weight in kilograms",18372,16.8087831655993,1008.52698993596
"1245","2019-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","Quebec","The world","N/A",83750,23574,"Weight in kilograms",23574,21.5681610247027,1294.08966148216
"1320","2011-01-01","1207.99.90 - Oil seeds & oleaginous frts, excl hemp seeds and safflower seeds, w/o broken","Quebec","The world","N/A",12569,3106,"Weight in kilograms",3106,2.84172003659652,170.503202195791
"1321","2015-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","Quebec","The world","N/A",173672,148479,"Weight in kilograms",148479,135.84537968893,8150.72278133577
"1322","2020-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","Quebec","The world","N/A",721378,236578,"Weight in kilograms",236578,216.448307410796,12986.8984446478
"1323","2021-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","Quebec","The world","N/A",706791,170828,"Weight in kilograms",170828,156.292772186642,9377.56633119854
"1355","2014-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","Quebec","The world","N/A",101788,63980,"Weight in kilograms",63980,58.5361390667887,3512.16834400732
"1404","2017-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","Quebec","The world","N/A",526899,283399,"Weight in kilograms",283399,259.285452881976,15557.1271729186
"1447","2018-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","Quebec","The world","N/A",118529,37581,"Weight in kilograms",37581,34.3833485818847,2063.00091491308
"1489","2012-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","Quebec","The world","N/A",184663,26552,"Weight in kilograms",26552,24.2927721866423,1457.56633119854
"1490","2016-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","Quebec","The world","N/A",266763,19280,"Weight in kilograms",19280,17.6395242451967,1058.3714547118
"1535","2005-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","Quebec","The world","N/A",75946,12213,"Weight in kilograms",12213,11.1738334858188,670.430009149131
"1590","1988-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","Quebec","The world","N/A",37048,139388,"Weight in kilograms",139388,127.527904849039,7651.67429094236
"1591","2010-01-01","1207.99.90 - Oil seeds & oleaginous frts, excl hemp seeds and safflower seeds, w/o broken","Quebec","The world","N/A",8141,2007,"Weight in kilograms",2007,1.83623055809698,110.173833485819
"1661","2006-01-01","1207.99.90 - Oil seeds and oleaginous fruits, excluding hemp seeds, nes,whether or not broken","Quebec","The world","N/A",2281,1050,"Weight in kilograms",1050,0.960658737419945,57.6395242451967
"1662","2008-01-01","1207.99.90 - Oil seeds & oleaginous frts, excl hemp seeds and safflower seeds, w/o broken","Quebec","The world","N/A",1820,9082,"Weight in kilograms",9082,8.3092406221409,498.554437328454
"1663","1989-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","Quebec","The world","N/A",46315,23787,"Weight in kilograms",23787,21.7630375114364,1305.78225068618
"1664","1991-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","Quebec","The world","N/A",1614,21773,"Weight in kilograms",21773,19.9204025617566,1195.2241537054
"1665","1997-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","Quebec","The world","N/A",1979,1121,"Weight in kilograms",1121,1.0256175663312,61.5370539798719
"1666","1998-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","Quebec","The world","N/A",15119,2423,"Weight in kilograms",2423,2.21683440073193,133.010064043916
"1728","2004-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","Quebec","The world","N/A",82666,44522,"Weight in kilograms",44522,40.7337602927722,2444.02561756633
"1849","2007-01-01","1207.99.90 - Oil seeds & oleaginous frts, excl hemp seeds and safflower seeds, w/o broken","Quebec","The world","N/A",68935,18515,"Weight in kilograms",18515,16.939615736505,1016.3769441903
"1850","1995-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","Quebec","The world","N/A",22496,19288,"Weight in kilograms",19288,17.6468435498628,1058.81061299177
"1887","2009-01-01","1207.99.90 - Oil seeds & oleaginous frts, excl hemp seeds and safflower seeds, w/o broken","Quebec","The world","N/A",73926,6104,"Weight in kilograms",6104,5.58462946020128,335.077767612077
"1889","2003-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","Quebec","The world","N/A",118399,102525,"Weight in kilograms",102525,93.8014638609332,5628.08783165599
"1952","1992-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","Quebec","The world","N/A",37059,36777,"Weight in kilograms",36777,33.647758462946,2018.86550777676
"1953","2000-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","Quebec","The world","N/A",77294,10304,"Weight in kilograms",10304,9.42726440988106,565.635864592864
