"","Period","Commodity","Province","Country","State","Value....","Quantity","Unit.of.measure","Kilograms","Seeded.Area","Nitrogen.Applied"
"4112","2011-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",1153535,2249074,"Weight in kilograms",2249074,1460.41203208087,109530.902406065
"3865","2013-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",10306589,48226068,"Weight in kilograms",48226068,31315.0789912427,2348630.9243432
"3870","2013-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",316372,592930,"Weight in kilograms",592930,385.012723539425,28875.9542654569
"3953","2013-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Saskatchewan","The world","N/A",22818,26730,"Weight in kilograms",26730,17.3568382443271,1301.76286832453
"4036","2013-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","Saskatchewan","The world","N/A",3640255,15732139,"Weight in kilograms",15732139,10215.4953932012,766162.154490093
"4110","2013-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Saskatchewan","The world","N/A",2036000118,3253935778,"Weight in kilograms",3253935778,2112908.22881311,158468117.160984
"3867","2021-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",20168223,29980216,"Weight in kilograms",29980216,19467.3310752707,1460049.8306453
"3950","2021-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Saskatchewan","The world","N/A",2455198450,3330521536,"Weight in kilograms",3330521536,2162638.36773661,162197877.580246
"4035","2021-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Saskatchewan","The world","N/A",243156,296172,"Weight in kilograms",296172,192.316105368456,14423.7079026342
"4039","2021-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, w/n broken, o/t for sowing","Saskatchewan","The world","N/A",142108,240096,"Weight in kilograms",240096,155.903757392815,11692.7818044611
"3868","2012-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Saskatchewan","The world","N/A",125754,90951,"Weight in kilograms",90951,59.058054439199,4429.35408293993
"3958","2012-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",1308637,2247381,"Weight in kilograms",2247381,1459.3127007248,109448.45255436
"3994","2012-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Saskatchewan","The world","N/A",2700532558,4339352960,"Weight in kilograms",4339352960,2817712.2114389,211328415.857918
"3995","2012-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",832980,1408223,"Weight in kilograms",1408223,914.414471490497,68581.0853617873
"4069","2012-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","Saskatchewan","The world","N/A",351243,731853,"Weight in kilograms",731853,475.220880644425,35641.5660483319
"3905","2020-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Saskatchewan","The world","N/A",3529822071,6662061600,"Weight in kilograms",6662061600,4325938.10568435,324445357.926326
"3956","2020-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Saskatchewan","The world","N/A",73629,48304,"Weight in kilograms",48304,31.3656832979414,2352.42624734561
"3959","2020-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, w/n broken, o/t for sowing","Saskatchewan","The world","N/A",1722772,3213275,"Weight in kilograms",3213275,2086.50558958249,156487.919218687
"4113","2020-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",40491121,76859910,"Weight in kilograms",76859910,49908.1565785086,3743111.74338815
"3906","2016-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Saskatchewan","The world","N/A",2387,1883,"Weight in kilograms",1883,1.22270581421877,91.7029360664081
"3949","2016-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Saskatchewan","The world","N/A",2910994832,5466877029,"Weight in kilograms",5466877029,3549857.84863375,266239338.647532
"3952","2016-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",1085446,3050503,"Weight in kilograms",3050503,1980.81134062231,148560.850546673
"3997","2016-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","Saskatchewan","The world","N/A",125350,187515,"Weight in kilograms",187515,121.760850107931,9132.0637580948
"4116","2016-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",9854341,19255628,"Weight in kilograms",19255628,12503.4351099489,937757.63324617
"3907","2015-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","Saskatchewan","The world","N/A",6700,12885,"Weight in kilograms",12885,8.36673628051456,627.505221038592
"4066","2015-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",3108755,5635182,"Weight in kilograms",5635182,3659.14487285235,274435.865463927
"4111","2015-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Saskatchewan","The world","N/A",2538165755,4715321821,"Weight in kilograms",4715321821,3061843.55095558,229638266.321669
"4114","2015-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Saskatchewan","The world","N/A",256468,151354,"Weight in kilograms",151354,98.2800933644548,7371.00700233411
"4115","2015-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",8764087,15713314,"Weight in kilograms",15713314,10203.2715817553,765245.368631649
"3909","2014-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",2471131,4935974,"Weight in kilograms",4935974,3205.12167213633,240384.125410224
"3951","2014-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",19087365,46756450,"Weight in kilograms",46756450,30360.7983362875,2277059.87522156
"3957","2014-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","Saskatchewan","The world","N/A",2423378,5307243,"Weight in kilograms",5307243,3446.20120742002,258465.090556501
"3996","2014-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Saskatchewan","The world","N/A",6158,13412,"Weight in kilograms",13412,8.70893806707499,653.170355030624
"4033","2014-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Saskatchewan","The world","N/A",2512709355,4717916585,"Weight in kilograms",4717916585,3063528.43307418,229764632.480564
"4139","2005-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Saskatchewan","The world","N/A",443281001,1363730959,"Weight in kilograms",1363730959,885524.042803742,66414303.2102806
"4142","2005-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",2881009,8159184,"Weight in kilograms",8159184,5298.0784472017,397355.883540127
"4144","2005-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","Saskatchewan","The world","N/A",19776055,71691409,"Weight in kilograms",71691409,46552.0459977887,3491403.44983416
"4201","2005-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Saskatchewan","The world","N/A",19191,23157,"Weight in kilograms",23157,15.0367490918025,1127.75618188519
"4295","2005-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",766147,1973472,"Weight in kilograms",1973472,1281.45283515558,96108.9626366684
"4140","2010-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Saskatchewan","The world","N/A",1650776672,3639350832,"Weight in kilograms",3639350832,2363173.35224022,177238001.418017
"4291","2010-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",1167913,2011619,"Weight in kilograms",2011619,1306.22317965638,97966.7384742283
"4342","2010-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","Saskatchewan","The world","N/A",31245,75972,"Weight in kilograms",75972,49.3316017619908,3699.87013214931
"4393","2010-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Saskatchewan","The world","N/A",348167,29616,"Weight in kilograms",29616,19.2308313297415,1442.31234973061
"4484","2010-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",155189,326109,"Weight in kilograms",326109,211.75537459855,15881.6530948913
"4141","2003-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",1456748,4391692,"Weight in kilograms",4391692,2851.69800459802,213877.350344852
"4198","2003-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Saskatchewan","The world","N/A",485448915,1223002001,"Weight in kilograms",1223002001,794143.206279286,59560740.4709465
"4292","2003-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Saskatchewan","The world","N/A",809888,240656,"Weight in kilograms",240656,156.267387374739,11720.0540531054
"4343","2003-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",169802,339786,"Weight in kilograms",339786,220.636387567786,16547.7290675839
"4394","2003-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","Saskatchewan","The world","N/A",75622,157227,"Weight in kilograms",157227,102.093662799881,7657.02470999105
"4143","2009-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",5592886,11546517,"Weight in kilograms",11546517,7497.60672855864,562320.504641898
"4199","2009-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Saskatchewan","The world","N/A",1492633163,3300612173,"Weight in kilograms",3300612173,2143217.04429547,160741278.32216
"4297","2009-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",805004,1801976,"Weight in kilograms",1801976,1170.09375054843,87757.0312911321
"4339","2009-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Saskatchewan","The world","N/A",159121,19767,"Weight in kilograms",19767,12.8354890226567,962.661676699251
"4395","2009-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","Saskatchewan","The world","N/A",991109,2290167,"Weight in kilograms",2290167,1487.09533002229,111532.149751672
"4145","2008-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","Saskatchewan","The world","N/A",833888,1628484,"Weight in kilograms",1628484,1057.43858479142,79307.8938593566
"4200","2008-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",1835006,3165854,"Weight in kilograms",3165854,2055.71327284533,154178.4954634
"4293","2008-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Saskatchewan","The world","N/A",4265,400,"Weight in kilograms",400,0.259735701374142,19.4801776030607
"4296","2008-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",555693,1094314,"Weight in kilograms",1094314,710.581035783858,53293.5776837893
"4480","2008-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Saskatchewan","The world","N/A",1518138199,2609645015,"Weight in kilograms",2609645015,1694544.9457714,127090870.932855
"4146","2002-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",80359,162747,"Weight in kilograms",162747,105.678015478844,7925.85116091329
"4202","2002-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","Saskatchewan","The world","N/A",9743785,24312116,"Weight in kilograms",24312116,15786.8112528738,1184010.84396553
"4337","2002-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Saskatchewan","The world","N/A",301751579,757002637,"Weight in kilograms",757002637,491551.527158176,36866364.5368632
"4445","2002-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Saskatchewan","The world","N/A",200649,99745,"Weight in kilograms",99745,64.7683438339095,4857.62578754322
"4481","2002-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",313852,673446,"Weight in kilograms",673446,437.294922869026,32797.119215177
"4147","2006-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",554477,1176263,"Weight in kilograms",1176263,763.793738263632,57284.5303697724
"4241","2006-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Saskatchewan","The world","N/A",716859147,2267026656,"Weight in kilograms",2267026656,1472069.39632509,110405204.724382
"4243","2006-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Saskatchewan","The world","N/A",43738,125913,"Weight in kilograms",125913,81.7602534178059,6132.01900633544
"4444","2006-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",11752816,38146532,"Weight in kilograms",38146532,24770.0406100279,1857753.04575209
"4483","2006-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","Saskatchewan","The world","N/A",57541206,192197261,"Weight in kilograms",192197261,124801.22597006,9360091.94775451
"4148","2007-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",611939,1103752,"Weight in kilograms",1103752,716.709499657781,53753.2124743335
"4242","2007-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Saskatchewan","The world","N/A",775777731,1836172317,"Weight in kilograms",1836172317,1192298.76149945,89422407.1124585
"4341","2007-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","Saskatchewan","The world","N/A",60574902,143881331,"Weight in kilograms",143881331,93427.7960548253,7007084.7041119
"4447","2007-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Saskatchewan","The world","N/A",58334,206460,"Weight in kilograms",206460,134.062582264264,10054.6936698198
"4482","2007-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",16022299,40792775,"Weight in kilograms",40792775,26488.3500640564,1986626.25480423
"4149","1999-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Saskatchewan","The world","N/A",3666338,5720108,"Weight in kilograms",5720108,3714.29065828961,278571.79937172
"4346","1999-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",541192736,1547099294,"Weight in kilograms",1547099294,1004592.30055633,75344422.5417244
"4402","1999-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",1158567,3539679,"Weight in kilograms",3539679,2298.45251926081,172383.93894456
"4150","2000-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Saskatchewan","The world","N/A",1405258,878608,"Weight in kilograms",878608,570.514662782331,42788.5997086748
"4302","2000-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",950210,3266103,"Weight in kilograms",3266103,2120.80888366298,159060.666274723
"4488","2000-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",488662291,1662000890,"Weight in kilograms",1662000890,1079202.4171215,80940181.2841122
"4151","2001-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Saskatchewan","The world","N/A",25421,64019,"Weight in kilograms",64019,41.570049665678,3117.75372492585
"4299","2001-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",503943176,1574507250,"Weight in kilograms",1574507250,1022389.36224355,76679202.1682666
"4350","2001-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",39093159,130270441,"Weight in kilograms",130270441,84589.7109036345,6344228.31777259
"4152","1990-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",273472686,873095674,"Weight in kilograms",873095674,566935.293132799,42520146.9849599
"4248","1990-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Saskatchewan","The world","N/A",2125,8754,"Weight in kilograms",8754,5.6843158245731,426.323686842983
"4489","1990-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",2870756,10628757,"Weight in kilograms",10628757,6901.66913532581,517625.185149436
"4153","1991-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",246990515,866100015,"Weight in kilograms",866100015,562392.73714045,42179455.2855338
"4245","1991-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",2822070,9794211,"Weight in kilograms",9794211,6359.76565872835,476982.424404626
"4486","1991-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Saskatchewan","The world","N/A",20794,17000,"Weight in kilograms",17000,11.038767308401,827.907548130078
"4154","1993-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",234828582,766528689,"Weight in kilograms",766528689,497737.166652042,37330287.4989031
"4301","1993-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",56663773,200544886,"Weight in kilograms",200544886,130221.666555519,9766624.99166389
"4203","1997-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Saskatchewan","The world","N/A",54838,29073,"Weight in kilograms",29073,18.8782401151261,1415.86800863446
"4247","1997-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",3961856,9079032,"Weight in kilograms",9079032,5895.3718607957,442152.889559678
"4487","1997-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",556610279,1287449426,"Weight in kilograms",1287449426,835991.449114617,62699358.6835963
"4204","1992-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",205000657,728735124,"Weight in kilograms",728735124,473196.321370281,35489724.1027711
"4396","1992-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Saskatchewan","The world","N/A",8015,17146,"Weight in kilograms",17146,11.1335708394026,835.017812955195
"4450","1992-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",3928650,15113263,"Weight in kilograms",15113263,9813.63491339218,736022.618504414
"4205","1998-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",739345232,1785678241,"Weight in kilograms",1785678241,1159510.9758867,86963323.1915024
"4349","1998-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",9409140,23359281,"Weight in kilograms",23359281,15168.0980853267,1137607.3563995
"4400","1998-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Saskatchewan","The world","N/A",1068727,2449343,"Weight in kilograms",2449343,1590.45455502711,119284.091627034
"4244","1994-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",559885421,1454627630,"Weight in kilograms",1454627630,944546.819290641,70841011.446798
"4347","1994-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",46759355,139083531,"Weight in kilograms",139083531,90312.3961846931,6773429.71385199
"4397","1994-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Saskatchewan","The world","N/A",136208,84837,"Weight in kilograms",84837,55.0879942436953,4131.59956827714
"4246","1995-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",15869142,44265905,"Weight in kilograms",44265905,28743.5897053404,2155769.22790053
"4345","1995-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",566989895,1356690558,"Weight in kilograms",1356690558,880952.434074516,66071432.5555887
"4398","1995-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Saskatchewan","The world","N/A",271286,109774,"Weight in kilograms",109774,71.2805672066127,5346.04254049596
"4290","2004-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",2520821,6976588,"Weight in kilograms",6976588,4530.17244344606,339762.933258455
"4294","2004-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","Saskatchewan","The world","N/A",698004,1519968,"Weight in kilograms",1519968,986.974886365631,74023.1164774223
"4338","2004-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Saskatchewan","The world","N/A",488139369,1233217459,"Weight in kilograms",1233217459,800776.504150506,60058237.811288
"4340","2004-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","Saskatchewan","The world","N/A",15821763,49312501,"Weight in kilograms",49312501,32020.5425843702,2401540.69382777
"4446","2004-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Saskatchewan","The world","N/A",561315,486523,"Weight in kilograms",486523,315.91848159913,23693.8861199347
"4298","1996-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",411677177,963512429,"Weight in kilograms",963512429,625646.441322546,46923483.099191
"4348","1996-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",1021038,2457167,"Weight in kilograms",2457167,1595.53498534599,119665.123900949
"4399","1996-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Saskatchewan","The world","N/A",8975,2145,"Weight in kilograms",2145,1.39283269861884,104.462452396413
"4300","1988-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",371133,1162854,"Weight in kilograms",1162854,755.086748214317,56631.5061160738
"4344","1988-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Saskatchewan","The world","N/A",35455,70186,"Weight in kilograms",70186,45.5745248416139,3418.08936312104
"4448","1988-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",251229627,720174022,"Weight in kilograms",720174022,467637.261789017,35072794.6341763
"4401","1989-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",264419453,838479773,"Weight in kilograms",838479773,544457.829820466,40834337.236535
"4449","1989-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Saskatchewan","The world","N/A",8965895,30329549,"Weight in kilograms",30329549,19694.166704691,1477062.50285183
"4485","1989-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","Saskatchewan","The world","N/A",245742,780005,"Weight in kilograms",780005,506.487864375845,37986.5898281883
