"","Period","Commodity","Province","Country","State","Value....","Quantity","Unit.of.measure","Kilograms","Seeded.Area","Nitrogen.Applied"
"3849","2017-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, w/n broken, o/t for sowing","British Columbia","The world","N/A",28141,60182,"Weight in kilograms",60182,40.332077522188,4033.2077522188
"3919","2017-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",100060,212456,"Weight in kilograms",212456,142.381307734106,14238.1307734106
"3973","2017-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","British Columbia","The world","N/A",19336463,34419281,"Weight in kilograms",34419281,23066.7161202681,2306671.61202681
"4048","2017-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","British Columbia","The world","N/A",4015,2122,"Weight in kilograms",2122,1.42209744611483,142.209744611483
"3881","2014-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","British Columbia","The world","N/A",62,136,"Weight in kilograms",136,0.0911429088933164,9.11429088933164
"3883","2014-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",25073,50082,"Weight in kilograms",50082,33.5633761999638,3356.33761999638
"4002","2014-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","British Columbia","The world","N/A",25494275,47868483,"Weight in kilograms",47868483,32079.9469480167,3207994.69480167
"4079","2014-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",193669,474395,"Weight in kilograms",474395,317.924560767977,31792.4560767977
"4128","2014-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","British Columbia","The world","N/A",24590,53848,"Weight in kilograms",53848,36.0872305741714,3608.72305741713
"3882","2020-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","British Columbia","The world","N/A",385,253,"Weight in kilograms",253,0.169552617279478,16.9552617279478
"3926","2020-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, w/n broken, o/t for sowing","British Columbia","The world","N/A",9008,16802,"Weight in kilograms",16802,11.260170259011,1126.0170259011
"4005","2020-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",211744,401914,"Weight in kilograms",401914,269.350081506973,26935.0081506973
"4047","2020-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","British Columbia","The world","N/A",18458204,34837339,"Weight in kilograms",34837339,23346.8854011954,2334688.54011954
"3884","2015-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",66423,119089,"Weight in kilograms",119089,79.8096902735012,7980.96902735012
"3923","2015-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","British Columbia","The world","N/A",51,98,"Weight in kilograms",98,0.0656765078790074,6.56765078790074
"4003","2015-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","British Columbia","The world","N/A",19236002,35736025,"Weight in kilograms",35736025,23949.1564028256,2394915.64028256
"4004","2015-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",23560,42704,"Weight in kilograms",42704,28.6188733925014,2861.88733925014
"4082","2015-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","British Columbia","The world","N/A",1944,1148,"Weight in kilograms",1148,0.76935337801123,76.935337801123
"3917","2019-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","British Columbia","The world","N/A",25415454,49722045,"Weight in kilograms",49722045,33322.1457163557,3332214.57163557
"3925","2019-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, w/n broken, o/t for sowing","British Columbia","The world","N/A",7945,16816,"Weight in kilograms",16816,11.2695526172795,1126.95526172795
"3976","2019-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",276362,521299,"Weight in kilograms",521299,349.358141641007,34935.8141641007
"4007","2019-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","British Columbia","The world","N/A",1257,934,"Weight in kilograms",934,0.625937330193805,62.5937330193806
"3918","2013-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",106006,496029,"Weight in kilograms",496029,332.422984966492,33242.2984966492
"3921","2013-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","British Columbia","The world","N/A",234,275,"Weight in kilograms",275,0.184296323129868,18.4296323129868
"3972","2013-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","British Columbia","The world","N/A",20941240,33468279,"Weight in kilograms",33468279,22429.3845861257,2242938.45861257
"4049","2013-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","British Columbia","The world","N/A",37442,161812,"Weight in kilograms",161812,108.44129686651,10844.129686651
"4086","2013-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",3252,6101,"Weight in kilograms",6101,4.08869769969209,408.869769969209
"3920","2012-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","British Columbia","The world","N/A",555,402,"Weight in kilograms",402,0.269407715993479,26.9407715993479
"3922","2012-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","British Columbia","The world","N/A",1549,3230,"Weight in kilograms",3230,2.16464408621627,216.464408621627
"4085","2012-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",5774,9914,"Weight in kilograms",9914,6.64404999094367,664.404999094367
"4125","2012-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","British Columbia","The world","N/A",11914877,19145426,"Weight in kilograms",19145426,12830.6604238363,1283066.04238363
"4127","2012-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",3677,6214,"Weight in kilograms",6214,4.16442673428727,416.442673428727
"4008","2016-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","British Columbia","The world","N/A",16,12,"Weight in kilograms",12,0.00804202137293969,0.804202137293969
"4080","2016-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",7111,19984,"Weight in kilograms",19984,13.3926462597356,1339.26462597356
"4084","2016-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","British Columbia","The world","N/A",821,1229,"Weight in kilograms",1229,0.823637022278573,82.3637022278573
"4126","2016-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","British Columbia","The world","N/A",19070101,35813828,"Weight in kilograms",35813828,24001.2975185655,2400129.75185655
"4129","2016-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",64556,126145,"Weight in kilograms",126145,84.5383988407897,8453.83988407897
"4173","2007-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","British Columbia","The world","N/A",3933751,9310724,"Weight in kilograms",9310724,6239.75345046187,623975.345046187
"4312","2007-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","British Columbia","The world","N/A",307159,729578,"Weight in kilograms",729578,488.940155768883,48894.0155768883
"4419","2007-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",81242,206847,"Weight in kilograms",206847,138.622332910705,13862.2332910705
"4506","2007-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","British Columbia","The world","N/A",296,1047,"Weight in kilograms",1047,0.701666364788988,70.1666364788988
"4510","2007-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",3102,5595,"Weight in kilograms",5595,3.74959246513313,374.959246513313
"4174","2005-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",50210,142193,"Weight in kilograms",142193,95.2932620902011,9529.32620902011
"4313","2005-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",13353,34398,"Weight in kilograms",34398,23.0524542655316,2305.24542655316
"4465","2005-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","British Columbia","The world","N/A",334,404,"Weight in kilograms",404,0.270748052888969,27.0748052888969
"4504","2005-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","British Columbia","The world","N/A",7725231,23766265,"Weight in kilograms",23766265,15927.4009237457,1592740.09237457
"4507","2005-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","British Columbia","The world","N/A",344644,1249393,"Weight in kilograms",1249393,837.303767433436,83730.3767433436
"4175","2010-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",8618,14845,"Weight in kilograms",14845,9.94865060677414,994.865060677414
"4177","2010-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","British Columbia","The world","N/A",230,561,"Weight in kilograms",561,0.37596449918493,37.596449918493
"4218","2010-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",1142,2404,"Weight in kilograms",2404,1.61108494837892,161.108494837892
"4371","2010-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","British Columbia","The world","N/A",2569,220,"Weight in kilograms",220,0.147437058503894,14.7437058503894
"4463","2010-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","British Columbia","The world","N/A",12180355,26853176,"Weight in kilograms",26853176,17996.1512769426,1799615.12769426
"4176","2003-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","British Columbia","The world","N/A",4172,8673,"Weight in kilograms",8673,5.81237094729216,581.237094729216
"4214","2003-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",80352,242248,"Weight in kilograms",242248,162.346966129324,16234.6966129324
"4262","2003-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","British Columbia","The world","N/A",26777205,67460393,"Weight in kilograms",67460393,45209.8268610759,4520982.68610759
"4420","2003-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","British Columbia","The world","N/A",44674,13275,"Weight in kilograms",13275,8.89648614381453,889.648614381453
"4508","2003-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",9366,18742,"Weight in kilograms",18742,12.5602970476363,1256.02970476363
"4178","2008-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",7225,14225,"Weight in kilograms",14225,9.53314616917225,953.314616917225
"4263","2008-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","British Columbia","The world","N/A",19731155,33917400,"Weight in kilograms",33917400,22730.3713095454,2273037.13095454
"4369","2008-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","British Columbia","The world","N/A",55,5,"Weight in kilograms",5,0.00335084223872487,0.335084223872487
"4372","2008-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","British Columbia","The world","N/A",10838,21167,"Weight in kilograms",21167,14.1854555334179,1418.54555334179
"4464","2008-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",23848,41146,"Weight in kilograms",41146,27.5747509509147,2757.47509509147
"4179","1994-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",7805591,20279552,"Weight in kilograms",20279552,13590.7158848035,1359071.58848035
"4316","1994-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","British Columbia","The world","N/A",837900,2850000,"Weight in kilograms",2850000,1909.98007607318,190998.007607318
"4375","1994-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",651887,1939019,"Weight in kilograms",1939019,1299.46935337801,129946.935337801
"4180","1995-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",12368164,29594468,"Weight in kilograms",29594468,19833.2786813983,1983327.86813983
"4183","1995-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",346165,965609,"Weight in kilograms",965609,647.120684658576,64712.0684658576
"4181","1999-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",15142873,43288671,"Weight in kilograms",43288671,29010.7014490129,2901070.14490129
"4222","1999-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",32418,99044,"Weight in kilograms",99044,66.3761637384532,6637.61637384532
"4182","1989-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",251167,849645,"Weight in kilograms",849645,569.405270784278,56940.5270784278
"4466","1989-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",7407389,23488985,"Weight in kilograms",23488985,15741.576616555,1574157.6616555
"4512","1989-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","British Columbia","The world","N/A",35248,440211,"Weight in kilograms",440211,295.015522550263,29501.5522550263
"4215","2004-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",107612,297861,"Weight in kilograms",297861,199.617044013766,19961.7044013766
"4264","2004-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","British Columbia","The world","N/A",23963,20772,"Weight in kilograms",20772,13.9207389965586,1392.07389965586
"4367","2004-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","British Columbia","The world","N/A",20839783,52651921,"Weight in kilograms",52651921,35285.656167361,3528565.6167361
"4421","2004-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","British Columbia","The world","N/A",675483,2105384,"Weight in kilograms",2105384,1410.9619271871,141096.19271871
"4509","2004-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",29797,64893,"Weight in kilograms",64893,43.4892410795146,4348.92410795146
"4216","2006-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","British Columbia","The world","N/A",680,1957,"Weight in kilograms",1957,1.31151965223691,131.151965223691
"4265","2006-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","British Columbia","The world","N/A",894489,2987745,"Weight in kilograms",2987745,2002.29242890781,200229.242890781
"4314","2006-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",8618,18285,"Weight in kilograms",18285,12.2540300670168,1225.40300670168
"4368","2006-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","British Columbia","The world","N/A",11143724,35241367,"Weight in kilograms",35241367,23617.6522188009,2361765.22188009
"4505","2006-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",182705,592998,"Weight in kilograms",592998,397.408549175874,39740.8549175874
"4217","2009-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",4635,10377,"Weight in kilograms",10377,6.95433798224959,695.433798224959
"4311","2009-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","British Columbia","The world","N/A",32207,66485,"Weight in kilograms",66485,44.5561492483246,4455.61492483246
"4370","2009-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","British Columbia","The world","N/A",915,114,"Weight in kilograms",114,0.076399203042927,7.6399203042927
"4373","2009-01-01","1205.90.20 - Rape/colza seeds,o/t low erucic acid, for oil extraction, w/n broken (Terminated 2016-12)","British Columbia","The world","N/A",5706,13186,"Weight in kilograms",13186,8.83684115196522,883.684115196522
"4462","2009-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","British Columbia","The world","N/A",8594177,19003983,"Weight in kilograms",19003983,12735.8697880819,1273586.97880819
"4219","1993-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",3615390,11801396,"Weight in kilograms",11801396,7908.92323854374,790892.323854374
"4220","1993-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",872392,3087569,"Weight in kilograms",3087569,2069.1913240355,206919.13240355
"4221","1998-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",151759,376762,"Weight in kilograms",376762,252.494004709292,25249.4004709292
"4467","1998-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",11924924,28801260,"Weight in kilograms",28801260,19301.6957072994,1930169.57072994
"4266","1988-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",6833734,19589559,"Weight in kilograms",19589559,13128.3043470386,1312830.43470386
"4315","1988-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","British Columbia","The world","N/A",6806525,23459517,"Weight in kilograms",23459517,15721.8280927368,1572182.80927368
"4424","1988-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",3772284,13659154,"Weight in kilograms",13659154,9153.93403368955,915393.403368955
"4267","1992-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",5741616,20410259,"Weight in kilograms",20410259,13678.3115921029,1367831.15921029
"4320","1992-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",110032,423290,"Weight in kilograms",423290,283.67560224597,28367.560224597
"4268","2001-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",11463893,35817481,"Weight in kilograms",35817481,24003.7456439051,2400374.56439051
"4376","2001-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",889303,2963443,"Weight in kilograms",2963443,1986.00599529071,198600.599529071
"4269","1997-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",69146,158458,"Weight in kilograms",158458,106.193551892773,10619.3551892773
"4318","1997-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",9714836,22470591,"Weight in kilograms",22470591,15059.0810903822,1505908.10903822
"4270","2000-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",21610,74298,"Weight in kilograms",74298,49.7921753305561,4979.21753305561
"4511","2000-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",11116275,37807821,"Weight in kilograms",37807821,25337.6087121898,2533760.87121898
"4317","1996-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",12636967,29576246,"Weight in kilograms",29576246,19821.0668719435,1982106.68719435
"4321","1996-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",31343,75422,"Weight in kilograms",75422,50.5454446658214,5054.54446658214
"4319","1990-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",76368,282737,"Weight in kilograms",282737,189.481416410071,18948.1416410071
"4374","1990-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",7274824,23225775,"Weight in kilograms",23225775,15565.181579424,1556518.1579424
"4422","1990-01-01","1205.00.10 - Rape or colza seeds, for sowing (Terminated 2001-12)","British Columbia","The world","N/A",18358,82510,"Weight in kilograms",82510,55.2955986234378,5529.55986234378
"4423","1991-01-01","1205.00.20 - Rape or colza seeds, for oil extraction, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",4559978,15990078,"Weight in kilograms",15990078,10716.0457525811,1071604.57525811
"4425","1991-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","British Columbia","The world","N/A",52101,180828,"Weight in kilograms",180828,121.185220068828,12118.5220068828
"1234","2012-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","British Columbia","The world","N/A",43497,42914,"Weight in kilograms",42914,17.9932914046122,1169.56394129979
"1271","2021-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","British Columbia","The world","N/A",285881,52961,"Weight in kilograms",52961,22.2058700209644,1443.38155136268
"1274","2014-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","British Columbia","The world","N/A",261918,91831,"Weight in kilograms",91831,38.5035639412998,2502.73165618449
"1308","2015-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","British Columbia","The world","N/A",138250,38491,"Weight in kilograms",38491,16.138784067086,1049.02096436059
"1309","2019-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","British Columbia","The world","N/A",60431,9602,"Weight in kilograms",9602,4.02599580712788,261.689727463312
"1391","2018-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","British Columbia","The world","N/A",268340,46780,"Weight in kilograms",46780,19.6142557651992,1274.92662473795
"1435","2011-01-01","1207.99.90 - Oil seeds & oleaginous frts, excl hemp seeds and safflower seeds, w/o broken","British Columbia","The world","N/A",154139,78727,"Weight in kilograms",78727,33.0092243186583,2145.59958071279
"1478","2013-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","British Columbia","The world","N/A",558358,304696,"Weight in kilograms",304696,127.755136268344,8304.08385744235
"1479","2016-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","British Columbia","The world","N/A",958465,275984,"Weight in kilograms",275984,115.716561844864,7521.57651991614
"1480","2017-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","British Columbia","The world","N/A",1604667,241535,"Weight in kilograms",241535,101.272536687631,6582.71488469602
"1516","2020-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","British Columbia","The world","N/A",37411,3920,"Weight in kilograms",3920,1.64360587002096,106.834381551363
"1646","2008-01-01","1207.99.90 - Oil seeds & oleaginous frts, excl hemp seeds and safflower seeds, w/o broken","British Columbia","The world","N/A",646350,118682,"Weight in kilograms",118682,49.7618448637317,3234.51991614256
"1647","1989-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","British Columbia","The world","N/A",77254,84930,"Weight in kilograms",84930,35.6100628930818,2314.65408805031
"1648","2000-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","British Columbia","The world","N/A",211707,25227,"Weight in kilograms",25227,10.577358490566,687.528301886792
"1649","1997-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","British Columbia","The world","N/A",66674,8455,"Weight in kilograms",8455,3.54507337526205,230.429769392034
"1714","1988-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","British Columbia","The world","N/A",5756,9636,"Weight in kilograms",9636,4.04025157232704,262.616352201258
"1715","1992-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","British Columbia","The world","N/A",4807,9979,"Weight in kilograms",9979,4.18406708595388,271.964360587002
"1774","1994-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","British Columbia","The world","N/A",20450,25000,"Weight in kilograms",25000,10.482180293501,681.341719077568
